it10,314,e,ipu_157
it10,316,o,ipu_158
it10,318,o,ipu_159
it10,320,O,ipu_160
it10,322,a,ipu_161
it10,324,i,ipu_162
it10,326,i,ipu_163
it10,328,u,ipu_164
it10,330,a,ipu_165
it10,332,i,ipu_166
it10,334,i,ipu_167
it10,336,a,ipu_168
it10,338,i,ipu_169
it10,340,u,ipu_170
it10,342,u,ipu_171
it10,344,a,ipu_172
it11,2,i,ipu_1
it11,4,u,ipu_2
it11,6,a,ipu_3
it11,8,o,ipu_4
it11,10,a,ipu_5
it11,12,O,ipu_6
it11,14,e,ipu_7
it11,16,e,ipu_8
it11,18,a,ipu_9
it11,20,e,ipu_10
it11,22,a,ipu_11
it11,24,u,ipu_12
it11,26,O,ipu_13
it11,28,a,ipu_14
it11,30,e,ipu_15
it11,32,o,ipu_16
it11,34,a,ipu_17
it11,36,o,ipu_18
it11,38,i,ipu_19
it11,40,i,ipu_20
it11,42,i,ipu_21
it11,44,i,ipu_22
it11,46,u,ipu_23
it11,48,i,ipu_24
it11,50,a,ipu_25
it11,52,a,ipu_26
it11,54,u,ipu_27
it11,56,e,ipu_28
it11,58,i,ipu_29
it11,60,i,ipu_30
it11,62,u,ipu_31
it11,64,i,ipu_32
it11,66,u,ipu_33
it11,68,i,ipu_34
it11,70,e,ipu_35
it11,72,e,ipu_36
it11,74,O,ipu_37
it11,76,i,ipu_38
it11,78,u,ipu_39
it11,80,i,ipu_40
it11,82,i,ipu_41
it11,84,a,ipu_42
it11,86,a,ipu_43
it11,88,e,ipu_44
it11,90,o,ipu_45
it11,92,a,ipu_46
it11,94,a,ipu_47
it11,96,u,ipu_48
it11,98,a,ipu_49
it11,100,i,ipu_50
it11,102,e,ipu_51
it11,104,a,ipu_52
it11,106,u,ipu_53
it11,108,u,ipu_54
it11,110,e,ipu_55
it11,112,i,ipu_56
it11,114,u,ipu_57
it11,116,u,ipu_58
it11,118,a,ipu_59
it11,120,i,ipu_60
it11,122,i,ipu_61
it11,124,i,ipu_62
it11,126,e,ipu_63
it11,128,u,ipu_64
it11,130,a,ipu_65
it11,132,u,ipu_66
it11,134,o,ipu_67
it11,136,O,ipu_68
it11,138,o,ipu_69
it11,140,a,ipu_70
it11,142,i,ipu_71
it11,144,u,ipu_72
it11,146,a,ipu_73
it11,148,O,ipu_74
it11,150,a,ipu_75
it11,152,o,ipu_76
it11,154,i,ipu_77
it11,156,i,ipu_78
it11,158,o,ipu_79
it11,160,i,ipu_80
it11,162,e,ipu_81
it11,164,a,ipu_82
it11,166,u,ipu_83
it11,168,u,ipu_84
it11,170,i,ipu_85
it11,172,i,ipu_86
it11,174,e,ipu_87
it11,176,O,ipu_88
it11,178,a,ipu_89
it11,180,o,ipu_90
it11,182,i,ipu_91
it11,184,a,ipu_92
it11,186,e,ipu_93
it11,188,i,ipu_94
it11,190,e,ipu_95
it11,192,o,ipu_96
it11,194,a,ipu_97
it11,196,u,ipu_98
it11,198,e,ipu_99
it11,200,O,ipu_100
it11,202,e,ipu_101
it11,204,u,ipu_102
it11,206,e,ipu_103
it11,208,e,ipu_104
it11,210,u,ipu_105
it11,212,a,ipu_106
it11,214,u,ipu_107
it11,216,o,ipu_108
it11,218,o,ipu_109
it11,220,a,ipu_110
it11,222,i,ipu_111
it11,224,o,ipu_112
it11,226,e,ipu_113
it11,228,u,ipu_114
it11,230,O,ipu_115
it11,232,i,ipu_116
it11,234,u,ipu_117
it11,236,o,ipu_118
it11,238,a,ipu_119
it11,240,e,ipu_120
it11,242,u,ipu_121
it11,244,u,ipu_122
it11,246,e,ipu_123
it11,248,u,ipu_124
it11,250,u,ipu_125
it11,252,i,ipu_126
it11,254,O,ipu_127
it11,256,u,ipu_128
it11,258,O,ipu_129
it11,260,e,ipu_130
it11,262,i,ipu_131
it11,264,e,ipu_132
it11,266,i,ipu_133
it11,268,o,ipu_134
it11,270,u,ipu_135
it11,272,i,ipu_136
it11,274,u,ipu_137
it11,276,i,ipu_138
it11,278,i,ipu_139
it11,280,o,ipu_140
it11,282,u,ipu_141
it11,284,e,ipu_142
it11,286,e,ipu_143
it11,288,i,ipu_144
it11,290,e,ipu_145
it11,292,i,ipu_146
it11,294,a,ipu_147
it11,296,e,ipu_148
it11,298,i,ipu_149
it11,300,e,ipu_150
it11,302,e,ipu_151
it11,304,a,ipu_152
it11,306,o,ipu_153
it11,308,o,ipu_154
it11,310,e,ipu_155
it11,312,u,ipu_156
it11,314,a,ipu_157
it11,316,o,ipu_158
it11,318,u,ipu_159
it11,320,a,ipu_160
it11,322,u,ipu_161
it11,324,i,ipu_162
it11,326,u,ipu_163
it11,328,i,ipu_164
it11,330,O,ipu_165
it11,332,a,ipu_166
it11,334,o,ipu_167
it11,336,e,ipu_168
it11,338,i,ipu_169
it11,340,a,ipu_170
it11,342,u,ipu_171
it11,344,o,ipu_172
it12,2,a,ipu_1
it12,4,i,ipu_2
it12,6,e,ipu_3
it12,8,a,ipu_4
it12,10,i,ipu_5
it12,12,i,ipu_6
it12,14,u,ipu_7
it12,16,u,ipu_8
it12,18,e,ipu_9
it12,20,a,ipu_10
it12,22,O,ipu_11
it12,24,u,ipu_12
it12,26,a,ipu_13
it12,28,u,ipu_14
it12,30,e,ipu_15
it12,32,i,ipu_16
it12,34,i,ipu_17
it12,36,i,ipu_18
it12,38,a,ipu_19
it12,40,i,ipu_20
it12,42,e,ipu_21
