it05,30,e,ipu_15
it05,32,u,ipu_16
it05,34,u,ipu_17
it05,36,i,ipu_18
it05,38,u,ipu_19
it05,40,e,ipu_20
it05,42,a,ipu_21
it05,44,o,ipu_22
it05,46,u,ipu_23
it05,48,o,ipu_24
it05,50,e,ipu_25
it05,52,u,ipu_26
it05,54,a,ipu_27
it05,56,e,ipu_28
it05,58,a,ipu_29
it05,60,e,ipu_30
it05,62,a,ipu_31
it05,64,e,ipu_32
it05,66,o,ipu_33
it05,68,i,ipu_34
it05,70,u,ipu_35
it05,72,O,ipu_36
it05,74,i,ipu_37
it05,76,o,ipu_38
it05,78,i,ipu_39
it05,80,u,ipu_40
it05,82,e,ipu_41
it05,84,a,ipu_42
it05,86,o,ipu_43
it05,88,i,ipu_44
it05,90,a,ipu_45
it05,92,u,ipu_46
it05,94,O,ipu_47
it05,96,a,ipu_48
it05,98,u,ipu_49
it05,100,i,ipu_50
it05,102,u,ipu_51
it05,104,a,ipu_52
it05,106,e,ipu_53
it05,108,e,ipu_54
it05,110,a,ipu_55
it05,112,e,ipu_56
it05,114,i,ipu_57
it05,116,i,ipu_58
it05,118,O,ipu_59
it05,120,i,ipu_60
it05,122,u,ipu_61
it05,124,e,ipu_62
it05,126,e,ipu_63
it05,128,i,ipu_64
it05,130,O,ipu_65
it05,132,a,ipu_66
it05,134,a,ipu_67
it05,136,a,ipu_68
it05,138,u,ipu_69
it05,140,i,ipu_70
it05,142,a,ipu_71
it05,144,e,ipu_72
it05,146,O,ipu_73
it05,148,u,ipu_74
it05,150,e,ipu_75
it05,152,i,ipu_76
it05,154,a,ipu_77
it05,156,a,ipu_78
it05,158,e,ipu_79
it05,160,o,ipu_80
it05,162,i,ipu_81
it05,164,i,ipu_82
it05,166,i,ipu_83
it05,168,O,ipu_84
it05,170,e,ipu_85
it05,172,O,ipu_86
it05,174,a,ipu_87
it05,176,a,ipu_88
it05,178,i,ipu_89
it05,180,u,ipu_90
it05,182,o,ipu_91
it05,184,i,ipu_92
