it06,186,O,ipu_94
it06,188,e,ipu_95
it06,190,i,ipu_96
it06,192,e,ipu_97
it06,194,i,ipu_98
it06,196,u,ipu_99
it06,198,e,ipu_100
it06,200,i,ipu_101
it06,202,u,ipu_102
it06,204,u,ipu_103
it06,206,i,ipu_104
it06,208,e,ipu_105
it06,210,a,ipu_106
it06,212,e,ipu_107
it06,214,a,ipu_108
it06,216,e,ipu_109
it06,218,u,ipu_110
it06,220,u,ipu_111
it06,222,e,ipu_112
it06,224,i,ipu_113
it06,226,i,ipu_114
it06,228,i,ipu_115
it06,230,a,ipu_116
it06,232,u,ipu_117
it06,234,u,ipu_118
it06,236,O,ipu_119
it06,238,o,ipu_120
it06,240,a,ipu_121
it06,242,i,ipu_122
it06,244,i,ipu_123
it06,246,u,ipu_124
it06,248,o,ipu_125
it06,250,o,ipu_126
it06,252,o,ipu_127
it06,254,i,ipu_128
it06,256,u,ipu_129
it06,258,a,ipu_130
it06,260,u,ipu_131
it06,262,e,ipu_132
it06,264,o,ipu_133
it06,266,o,ipu_134
it06,268,i,ipu_135
it06,270,e,ipu_136
it06,272,o,ipu_137
it06,274,a,ipu_138
it06,276,u,ipu_139
it06,278,i,ipu_140
it06,280,u,ipu_141
it06,282,u,ipu_142
it06,284,u,ipu_143
it06,286,o,ipu_144
it06,288,o,ipu_145
it06,290,u,ipu_146
it06,292,a,ipu_147
it06,294,i,ipu_148
it06,296,O,ipu_149
it06,298,i,ipu_150
it06,300,a,ipu_151
it06,302,a,ipu_152
it06,304,a,ipu_153
it06,306,i,ipu_154
it06,308,i,ipu_155
it06,310,o,ipu_156
it06,312,u,ipu_157
it06,314,o,ipu_158
it06,316,i,ipu_159
it06,318,a,ipu_160
it06,320,e,ipu_161
it06,322,O,ipu_162
it06,324,a,ipu_163
it06,326,O,ipu_164
it06,328,a,ipu_165
it06,330,u,ipu_166
it06,332,i,ipu_167
it06,334,e,ipu_168
it06,336,a,ipu_169
it06,338,e,ipu_170
it06,340,e,ipu_171
it06,342,a,ipu_172
it07,2,e,ipu_1
it07,4,o,ipu_2
it07,6,a,ipu_3
it07,8,o,ipu_4
it07,10,a,ipu_5
it07,12,u,ipu_6
it07,14,u,ipu_7
it07,16,i,ipu_8
it07,18,e,ipu_9
it07,20,a,ipu_10
it07,22,e,ipu_11
it07,24,u,ipu_12
it07,26,a,ipu_13
it07,28,u,ipu_14
it07,30,i,ipu_15
it07,32,u,ipu_16
it07,34,u,ipu_17
it07,36,e,ipu_18
it07,38,o,ipu_19
it07,40,O,ipu_20
it07,42,i,ipu_21
it07,44,u,ipu_22
it07,46,a,ipu_23
it07,48,o,ipu_24
it07,50,e,ipu_25
it07,52,u,ipu_26
it07,54,a,ipu_27
it07,56,a,ipu_28
it07,58,u,ipu_29
it07,60,u,ipu_30
it07,62,a,ipu_31
it07,64,o,ipu_32
it07,66,a,ipu_33
it07,68,e,ipu_34
it07,70,u,ipu_35
it07,72,e,ipu_36
it07,74,O,ipu_37
it07,76,a,ipu_38
it07,78,o,ipu_39
it07,80,O,ipu_40
it07,82,e,ipu_41
it07,84,e,ipu_42
it07,86,o,ipu_43
it07,88,i,ipu_44
it07,90,o,ipu_45
