source_id,source_file,file_sha,source_utterance_id,text,style,utterance_start_s,utterance_end_s,segment_index,original_label,segment_start_rel_s,segment_end_rel_s
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,1,H#,0,0.28
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,2,?,0.28,0.308966
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,3,I,0.308966,0.401102
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,4,C,0.401102,0.474812
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,5,b,0.474812,0.535255
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,6,I,0.535255,0.605
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,7,n,0.605,0.655
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,8,s,0.655,0.722353
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,9,p,0.722353,0.817076
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,10,aI,0.817076,1.065
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,11,k,1.065,1.191636
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,12,_,1.191636,1.25856
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,13,v,1.25856,1.279474
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,14,E,1.279474,1.329842
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,15,l,1.329842,1.365
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,16,C,1.365,1.429964
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,17,@,1.429964,1.475418
pavoque,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0011,"Ich bin Spike, welches Problem hast du?",angry,35.52,39.36,18,s,1.475418,1.52
