source_id,utterance_id,source_utterance_id,source_file,source_row,annotation_layer,manual_annotation_status,timing_status,underlying_recording_lineage,source_value_pointer
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1351,BASIC5000_1351,e2e_symbol/phoneme.yaml,1351,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1351
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1352,BASIC5000_1352,e2e_symbol/phoneme.yaml,1352,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1352
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1353,BASIC5000_1353,e2e_symbol/phoneme.yaml,1353,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1353
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1354,BASIC5000_1354,e2e_symbol/phoneme.yaml,1354,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1354
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1355,BASIC5000_1355,e2e_symbol/phoneme.yaml,1355,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1355
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1356,BASIC5000_1356,e2e_symbol/phoneme.yaml,1356,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1356
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1357,BASIC5000_1357,e2e_symbol/phoneme.yaml,1357,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1357
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1358,BASIC5000_1358,e2e_symbol/phoneme.yaml,1358,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1358
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1359,BASIC5000_1359,e2e_symbol/phoneme.yaml,1359,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1359
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1360,BASIC5000_1360,e2e_symbol/phoneme.yaml,1360,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1360
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1361,BASIC5000_1361,e2e_symbol/phoneme.yaml,1361,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1361
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1362,BASIC5000_1362,e2e_symbol/phoneme.yaml,1362,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1362
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1363,BASIC5000_1363,e2e_symbol/phoneme.yaml,1363,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1363
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1364,BASIC5000_1364,e2e_symbol/phoneme.yaml,1364,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1364
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1365,BASIC5000_1365,e2e_symbol/phoneme.yaml,1365,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1365
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1366,BASIC5000_1366,e2e_symbol/phoneme.yaml,1366,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1366
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1367,BASIC5000_1367,e2e_symbol/phoneme.yaml,1367,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1367
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1368,BASIC5000_1368,e2e_symbol/phoneme.yaml,1368,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1368
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1369,BASIC5000_1369,e2e_symbol/phoneme.yaml,1369,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1369
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_1370,BASIC5000_1370,e2e_symbol/phoneme.yaml,1370,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_1370
