source_id,utterance_id,segment_id,segment_index,label_original_sampa,segment_start_rel_s,segment_end_rel_s,segment_duration_s,segment_start_abs_s,segment_end_abs_s,style_original,source_file,annotation_status,normalized_ipa,notes
pavoque,pavoque::spike0007,pavoque::spike0007::seg001,1,H#,0,0.17,0.17,24,24.17,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg002,2,v,0.17,0.23,0.06,24.17,24.23,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg003,3,i:,0.23,0.382713,0.152713,24.23,24.382713,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg004,4,f,0.382713,0.49,0.107287,24.382713,24.49,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg005,5,y:,0.49,0.567005,0.077005,24.49,24.567005,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg006,6,l,0.567005,0.61,0.042995,24.567005,24.61,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg007,7,s,0.61,0.716282,0.106282,24.61,24.716282,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg008,8,t,0.716282,0.725,0.008718,24.716282,24.725,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg009,9,d,0.725,0.739892,0.014892,24.725,24.739892,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg010,10,u:,0.739892,0.786927,0.047035,24.739892,24.786927,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg011,11,d,0.786927,0.836957,0.05003,24.786927,24.836957,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg012,12,I,0.836957,0.886445,0.049488,24.836957,24.886445,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg013,13,C,0.886445,0.977362,0.090917,24.886445,24.977362,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg014,14,h,0.977362,1.015,0.037638,24.977362,25.015,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg015,15,OY,1.015,1.16104,0.14604,25.015,25.16104,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg016,16,t,1.16104,1.247613,0.086573,25.16104,25.247613,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg017,17,@,1.247613,1.363147,0.115534,25.247613,25.363147,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0007,pavoque::spike0007::seg018,18,_,1.363147,2.995,1.631853,25.363147,26.995,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0008,pavoque::spike0008::seg001,1,H#,0,0.280902,0.280902,27,27.280902,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0008,pavoque::spike0008::seg002,2,?,0.280902,0.324898,0.043996,27.280902,27.324898,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0008,pavoque::spike0008::seg003,3,a,0.324898,0.408238,0.08334,27.324898,27.408238,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0008,pavoque::spike0008::seg004,4,x,0.408238,0.475,0.066762,27.408238,27.475,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0008,pavoque::spike0008::seg005,5,j,0.475,0.61,0.135,27.475,27.61,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0008,pavoque::spike0008::seg006,6,a:,0.61,0.963273,0.353273,27.61,27.963273,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
pavoque,pavoque::spike0008,pavoque::spike0008::seg007,7,_,0.963273,1.915,0.951727,27.963273,28.915,angry,pavoque-angry.yaml,manually_corrected,,No IPA normalization invented; source SAMPA-like label preserved verbatim.
