source_id,utterance_id,source_utterance_id,source_file,source_row,annotation_layer,manual_annotation_status,timing_status,underlying_recording_lineage,source_value_pointer
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0281,BASIC5000_0281,e2e_symbol/phoneme.yaml,281,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0281
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0282,BASIC5000_0282,e2e_symbol/phoneme.yaml,282,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0282
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0283,BASIC5000_0283,e2e_symbol/phoneme.yaml,283,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0283
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0284,BASIC5000_0284,e2e_symbol/phoneme.yaml,284,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0284
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0285,BASIC5000_0285,e2e_symbol/phoneme.yaml,285,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0285
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0286,BASIC5000_0286,e2e_symbol/phoneme.yaml,286,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0286
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0287,BASIC5000_0287,e2e_symbol/phoneme.yaml,287,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0287
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0288,BASIC5000_0288,e2e_symbol/phoneme.yaml,288,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0288
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0289,BASIC5000_0289,e2e_symbol/phoneme.yaml,289,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0289
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0290,BASIC5000_0290,e2e_symbol/phoneme.yaml,290,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0290
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0291,BASIC5000_0291,e2e_symbol/phoneme.yaml,291,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0291
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0292,BASIC5000_0292,e2e_symbol/phoneme.yaml,292,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0292
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0293,BASIC5000_0293,e2e_symbol/phoneme.yaml,293,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0293
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0294,BASIC5000_0294,e2e_symbol/phoneme.yaml,294,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0294
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0295,BASIC5000_0295,e2e_symbol/phoneme.yaml,295,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0295
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0296,BASIC5000_0296,e2e_symbol/phoneme.yaml,296,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0296
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0297,BASIC5000_0297,e2e_symbol/phoneme.yaml,297,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0297
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0298,BASIC5000_0298,e2e_symbol/phoneme.yaml,298,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0298
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0299,BASIC5000_0299,e2e_symbol/phoneme.yaml,299,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0299
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0300,BASIC5000_0300,e2e_symbol/phoneme.yaml,300,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0300
