source_id,utterance_id,source_utterance_id,source_file,source_row,annotation_layer,manual_annotation_status,timing_status,underlying_recording_lineage,source_value_pointer
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0121,BASIC5000_0121,e2e_symbol/phoneme.yaml,121,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0121
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0122,BASIC5000_0122,e2e_symbol/phoneme.yaml,122,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0122
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0123,BASIC5000_0123,e2e_symbol/phoneme.yaml,123,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0123
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0124,BASIC5000_0124,e2e_symbol/phoneme.yaml,124,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0124
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0125,BASIC5000_0125,e2e_symbol/phoneme.yaml,125,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0125
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0126,BASIC5000_0126,e2e_symbol/phoneme.yaml,126,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0126
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0127,BASIC5000_0127,e2e_symbol/phoneme.yaml,127,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0127
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0128,BASIC5000_0128,e2e_symbol/phoneme.yaml,128,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0128
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0129,BASIC5000_0129,e2e_symbol/phoneme.yaml,129,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0129
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0130,BASIC5000_0130,e2e_symbol/phoneme.yaml,130,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0130
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0131,BASIC5000_0131,e2e_symbol/phoneme.yaml,131,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0131
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0132,BASIC5000_0132,e2e_symbol/phoneme.yaml,132,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0132
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0133,BASIC5000_0133,e2e_symbol/phoneme.yaml,133,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0133
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0134,BASIC5000_0134,e2e_symbol/phoneme.yaml,134,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0134
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0135,BASIC5000_0135,e2e_symbol/phoneme.yaml,135,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0135
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0136,BASIC5000_0136,e2e_symbol/phoneme.yaml,136,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0136
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0137,BASIC5000_0137,e2e_symbol/phoneme.yaml,137,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0137
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0138,BASIC5000_0138,e2e_symbol/phoneme.yaml,138,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0138
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0139,BASIC5000_0139,e2e_symbol/phoneme.yaml,139,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0139
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0140,BASIC5000_0140,e2e_symbol/phoneme.yaml,140,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0140
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0141,BASIC5000_0141,e2e_symbol/phoneme.yaml,141,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0141
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0142,BASIC5000_0142,e2e_symbol/phoneme.yaml,142,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0142
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0143,BASIC5000_0143,e2e_symbol/phoneme.yaml,143,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0143
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0144,BASIC5000_0144,e2e_symbol/phoneme.yaml,144,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0144
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0145,BASIC5000_0145,e2e_symbol/phoneme.yaml,145,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0145
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0146,BASIC5000_0146,e2e_symbol/phoneme.yaml,146,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0146
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0147,BASIC5000_0147,e2e_symbol/phoneme.yaml,147,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0147
