source_id,utterance_id,source_utterance_id,source_file,source_row,annotation_layer,manual_annotation_status,timing_status,underlying_recording_lineage,source_value_pointer
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0201,BASIC5000_0201,e2e_symbol/phoneme.yaml,201,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0201
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0202,BASIC5000_0202,e2e_symbol/phoneme.yaml,202,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0202
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0203,BASIC5000_0203,e2e_symbol/phoneme.yaml,203,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0203
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0204,BASIC5000_0204,e2e_symbol/phoneme.yaml,204,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0204
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0205,BASIC5000_0205,e2e_symbol/phoneme.yaml,205,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0205
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0206,BASIC5000_0206,e2e_symbol/phoneme.yaml,206,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0206
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0207,BASIC5000_0207,e2e_symbol/phoneme.yaml,207,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0207
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0208,BASIC5000_0208,e2e_symbol/phoneme.yaml,208,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0208
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0209,BASIC5000_0209,e2e_symbol/phoneme.yaml,209,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0209
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0210,BASIC5000_0210,e2e_symbol/phoneme.yaml,210,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0210
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0211,BASIC5000_0211,e2e_symbol/phoneme.yaml,211,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0211
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0212,BASIC5000_0212,e2e_symbol/phoneme.yaml,212,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0212
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0213,BASIC5000_0213,e2e_symbol/phoneme.yaml,213,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0213
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0214,BASIC5000_0214,e2e_symbol/phoneme.yaml,214,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0214
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0215,BASIC5000_0215,e2e_symbol/phoneme.yaml,215,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0215
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0216,BASIC5000_0216,e2e_symbol/phoneme.yaml,216,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0216
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0217,BASIC5000_0217,e2e_symbol/phoneme.yaml,217,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0217
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0218,BASIC5000_0218,e2e_symbol/phoneme.yaml,218,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0218
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0219,BASIC5000_0219,e2e_symbol/phoneme.yaml,219,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0219
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0220,BASIC5000_0220,e2e_symbol/phoneme.yaml,220,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0220
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0221,BASIC5000_0221,e2e_symbol/phoneme.yaml,221,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0221
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0222,BASIC5000_0222,e2e_symbol/phoneme.yaml,222,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0222
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0223,BASIC5000_0223,e2e_symbol/phoneme.yaml,223,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0223
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0224,BASIC5000_0224,e2e_symbol/phoneme.yaml,224,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0224
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0225,BASIC5000_0225,e2e_symbol/phoneme.yaml,225,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0225
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0226,BASIC5000_0226,e2e_symbol/phoneme.yaml,226,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0226
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0227,BASIC5000_0227,e2e_symbol/phoneme.yaml,227,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0227
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0228,BASIC5000_0228,e2e_symbol/phoneme.yaml,228,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0228
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0229,BASIC5000_0229,e2e_symbol/phoneme.yaml,229,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0229
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0230,BASIC5000_0230,e2e_symbol/phoneme.yaml,230,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0230
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0231,BASIC5000_0231,e2e_symbol/phoneme.yaml,231,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0231
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0232,BASIC5000_0232,e2e_symbol/phoneme.yaml,232,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0232
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0233,BASIC5000_0233,e2e_symbol/phoneme.yaml,233,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0233
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0234,BASIC5000_0234,e2e_symbol/phoneme.yaml,234,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0234
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0235,BASIC5000_0235,e2e_symbol/phoneme.yaml,235,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0235
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0236,BASIC5000_0236,e2e_symbol/phoneme.yaml,236,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0236
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0237,BASIC5000_0237,e2e_symbol/phoneme.yaml,237,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0237
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0238,BASIC5000_0238,e2e_symbol/phoneme.yaml,238,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0238
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0239,BASIC5000_0239,e2e_symbol/phoneme.yaml,239,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0239
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0240,BASIC5000_0240,e2e_symbol/phoneme.yaml,240,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0240
