source_id,utterance_id,source_utterance_id,source_file,source_row,annotation_layer,manual_annotation_status,timing_status,underlying_recording_lineage,source_value_pointer
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0001,BASIC5000_0001,e2e_symbol/phoneme.yaml,1,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0001
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0002,BASIC5000_0002,e2e_symbol/phoneme.yaml,2,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0002
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0003,BASIC5000_0003,e2e_symbol/phoneme.yaml,3,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0003
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0004,BASIC5000_0004,e2e_symbol/phoneme.yaml,4,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0004
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0005,BASIC5000_0005,e2e_symbol/phoneme.yaml,5,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0005
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0006,BASIC5000_0006,e2e_symbol/phoneme.yaml,6,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0006
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0007,BASIC5000_0007,e2e_symbol/phoneme.yaml,7,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0007
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0008,BASIC5000_0008,e2e_symbol/phoneme.yaml,8,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0008
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0009,BASIC5000_0009,e2e_symbol/phoneme.yaml,9,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0009
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0010,BASIC5000_0010,e2e_symbol/phoneme.yaml,10,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0010
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0011,BASIC5000_0011,e2e_symbol/phoneme.yaml,11,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0011
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0012,BASIC5000_0012,e2e_symbol/phoneme.yaml,12,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0012
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0013,BASIC5000_0013,e2e_symbol/phoneme.yaml,13,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0013
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0014,BASIC5000_0014,e2e_symbol/phoneme.yaml,14,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0014
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0015,BASIC5000_0015,e2e_symbol/phoneme.yaml,15,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0015
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0016,BASIC5000_0016,e2e_symbol/phoneme.yaml,16,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0016
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0017,BASIC5000_0017,e2e_symbol/phoneme.yaml,17,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0017
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0018,BASIC5000_0018,e2e_symbol/phoneme.yaml,18,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0018
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0019,BASIC5000_0019,e2e_symbol/phoneme.yaml,19,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0019
jsut_label_basic5000_manual,jsut_label_basic5000_manual::BASIC5000_0020,BASIC5000_0020,e2e_symbol/phoneme.yaml,20,phonetic_and_prosodic_symbol_sequence,manual,automatic_not_ingested,JSUT::BASIC5000,BASIC5000_0020
