source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg001,1,H#,0.0,0.456133,0.456133,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg002,2,g,0.456133,0.498223,0.04209,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg003,3,@,0.498223,0.609911,0.111688,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg004,4,b,0.609911,0.689094,0.079183,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg005,5,aU,0.689094,0.888763,0.199669,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg006,6,t,0.888763,0.99253,0.103767,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg007,7,v,0.99253,1.014062,0.021532,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg008,8,e:,1.014062,1.095137,0.081075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg009,9,6,1.095137,1.142432,0.047295,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg010,10,d,1.142432,1.205915,0.063483,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg011,11,@,1.205915,1.215,0.009085,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg012,12,n,1.215,1.255,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg013,13,d,1.255,1.287157,0.032157,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg014,14,i:,1.287157,1.37,0.082843,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg015,15,h,1.37,1.45,0.08,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg016,16,OY,1.45,1.575,0.125,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg017,17,z,1.575,1.654683,0.079683,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg018,18,6,1.654683,1.755,0.100317,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg019,19,f,1.755,1.840789,0.085789,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg020,20,O,1.840789,1.89,0.049211,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg021,21,n,1.89,1.93,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg022,22,d,1.93,1.96,0.03,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg023,23,E,1.96,2.015,0.055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg024,24,6,2.015,2.063747,0.048747,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg025,25,b,2.063747,2.126012,0.062265,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg026,26,aI,2.126012,2.28,0.153988,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg027,27,r,2.28,2.355,0.075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg028,28,OY,2.355,2.478954,0.123954,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg029,29,t,2.478954,2.567463,0.088509,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0056,m0056,pavoque::m0056::seg030,30,6,2.567463,2.665,0.097537,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
