source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg001,1,H#,0,0.205,0.205,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg002,2,t,0.205,0.322142,0.117142,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg003,3,e:,0.322142,0.537588,0.215446,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg004,4,_,0.537588,0.858912,0.321324,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg005,5,g,0.858912,0.925265,0.066353,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg006,6,R,0.925265,1.06596,0.140695,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg007,7,o~,1.06596,1.188837,0.122877,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg008,8,m,1.188837,1.26,0.071163,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg009,9,@,1.26,1.325,0.065,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg010,10,n,1.325,1.38,0.055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg011,11,I,1.38,1.433362,0.053362,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg012,12,6,1.433362,1.485,0.051638,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg013,13,b,1.485,1.590149,0.105149,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg014,14,R,1.590149,1.613992,0.023843,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg015,15,i:,1.613992,1.695,0.081008,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg016,16,z,1.695,1.82,0.125,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg017,17,e:,1.82,2.095056,0.275056,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0007,m0007,pavoque::m0007::seg018,18,_,2.095056,2.875,0.779944,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg001,1,H#,0,0.428148,0.428148,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg002,2,?,0.428148,0.455,0.026852,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg003,3,aI,0.455,0.52,0.065,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg004,4,n,0.52,0.581101,0.061101,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg005,5,v,0.581101,0.63,0.048899,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg006,6,9,0.63,0.715,0.085,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg007,7,C,0.715,0.805311,0.090311,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg008,8,@,0.805311,0.81821,0.012899,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg009,9,n,0.81821,0.885,0.06679,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg010,10,t,0.885,0.938049,0.053049,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg011,11,l,0.938049,0.96,0.021951,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg012,12,I,0.96,1.010477,0.050477,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg013,13,C,1.010477,1.07129,0.060813,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg014,14,@,1.07129,1.123503,0.052213,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg015,15,s,1.123503,1.18,0.056497,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg016,16,?,1.18,1.242058,0.062058,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg017,17,a~,1.242058,1.346484,0.104426,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg018,18,g,1.346484,1.375,0.028516,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg019,19,a,1.375,1.465,0.09,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg020,20,Z,1.465,1.535066,0.070066,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg021,21,@,1.535066,1.572536,0.03747,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg022,22,m,1.572536,1.63,0.057464,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg023,23,a~,1.63,1.775,0.145,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg024,24,?,1.775,1.791217,0.016217,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg025,25,I,1.791217,1.845,0.053783,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg026,26,m,1.845,1.911614,0.066614,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg027,27,k,1.911614,2.00313,0.091516,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg028,28,l,2.00313,2.045,0.04187,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg029,29,U,2.045,2.13,0.085,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg030,30,b,2.13,2.184961,0.054961,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg031,31,f,2.184961,2.309662,0.124701,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg032,32,O,2.309662,2.395,0.085338,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg033,33,l,2.395,2.455,0.06,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg034,34,k,2.455,2.541857,0.086857,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg035,35,t,2.541857,2.631418,0.089561,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg036,36,@,2.631418,2.764838,0.13342,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0008,m0008,pavoque::m0008::seg037,37,_,2.764838,4.135,1.370162,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0006,m0006,pavoque::m0006::seg001,1,H#,0,0.289953,0.289953,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0006,m0006,pavoque::m0006::seg002,2,m,0.289953,0.34,0.050047,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
