source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg001,1,H#,0,0.371502,0.371502,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg002,2,f,0.371502,0.488618,0.117116,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg003,3,i:,0.488618,0.595,0.106382,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg004,4,l,0.595,0.635,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg005,5,@,0.635,0.691423,0.056423,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg006,6,?,0.691423,0.75,0.058577,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg007,7,a:,0.75,0.871341,0.121341,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg008,8,6,0.871341,0.925,0.053659,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg009,9,t,0.925,1.02424,0.09924,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg010,10,@,1.02424,1.043889,0.019649,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg011,11,n,1.043889,1.155,0.111111,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg012,12,b,1.155,1.231826,0.076826,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg013,13,l,1.231826,1.275387,0.043561,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg014,14,y:,1.275387,1.381618,0.106231,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg015,15,@,1.381618,1.465,0.083382,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg016,16,n,1.465,1.5425,0.0775,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg017,17,n,1.5425,1.64,0.0975,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg018,18,a,1.64,1.77,0.13,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg019,19,x,1.77,1.935494,0.165494,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg020,20,ts,1.935494,2.270153,0.334659,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0049,m0049,pavoque::m0049::seg021,21,_,2.270153,3.055,0.784847,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg001,1,H#,0,0.345,0.345,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg002,2,?,0.345,0.395,0.05,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg003,3,aU,0.395,0.515,0.12,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg004,4,s,0.515,0.628167,0.113167,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg005,5,d,0.628167,0.7,0.071833,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg006,6,i:,0.7,0.79,0.09,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg007,7,z,0.79,0.895,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg008,8,6,0.895,1.003348,0.108348,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg009,9,?,1.003348,1.067822,0.064474,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg010,10,e:,1.067822,1.222561,0.154739,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg011,11,@,1.222561,1.358265,0.135704,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg012,12,g,1.358265,1.425556,0.067291,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg013,13,I,1.425556,1.51,0.084444,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg014,14,N,1.51,1.585,0.075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg015,15,p,1.585,1.73,0.145,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg016,16,aU,1.73,1.857483,0.127483,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg017,17,l,1.857483,1.96,0.102517,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg018,18,g,1.96,2.044342,0.084342,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg019,19,o:,2.044342,2.197663,0.153321,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg020,20,g,2.197663,2.262679,0.065016,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg021,21,e~,2.262679,2.482579,0.2199,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg022,22,h,2.482579,2.55,0.067421,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg023,23,E,2.55,2.583283,0.033283,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg024,24,6,2.583283,2.645,0.061717,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg025,25,f,2.645,2.78,0.135,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg026,26,o:,2.78,2.900129,0.120129,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg027,27,6,2.900129,3.105834,0.205705,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0050,m0050,pavoque::m0050::seg028,28,_,3.105834,3.895,0.789166,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0051,m0051,pavoque::m0051::seg001,1,H#,0,0.44,0.44,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0051,m0051,pavoque::m0051::seg002,2,R,0.44,0.575,0.135,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0051,m0051,pavoque::m0051::seg003,3,a:,0.575,0.706913,0.131913,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0051,m0051,pavoque::m0051::seg004,4,d,0.706913,0.76,0.053087,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0051,m0051,pavoque::m0051::seg005,5,i:,0.76,0.9,0.14,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0051,m0051,pavoque::m0051::seg006,6,o:,0.9,1.03,0.13,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
