source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0026,1,H#,0.0,0.369046,0.369046
pavoque,pavoque::spike0026,2,d,0.369046,0.427731,0.058685
pavoque,pavoque::spike0026,3,u:,0.427731,0.51,0.082269
pavoque,pavoque::spike0026,4,m,0.51,0.58,0.07
pavoque,pavoque::spike0026,5,a,0.58,0.68,0.1
pavoque,pavoque::spike0026,6,x,0.68,0.72,0.04
pavoque,pavoque::spike0026,7,s,0.72,0.783531,0.063531
pavoque,pavoque::spike0026,8,t,0.783531,0.815,0.031469
pavoque,pavoque::spike0026,9,d,0.815,0.853966,0.038966
pavoque,pavoque::spike0026,10,I,0.853966,0.894675,0.040709
pavoque,pavoque::spike0026,11,C,0.894675,1.02117,0.126495
pavoque,pavoque::spike0026,12,l,1.02117,1.11,0.08883
pavoque,pavoque::spike0026,13,E,1.11,1.188192,0.078192
pavoque,pavoque::spike0026,14,C,1.188192,1.292581,0.104389
pavoque,pavoque::spike0026,15,6,1.292581,1.385,0.092419
pavoque,pavoque::spike0026,16,l,1.385,1.465,0.08
pavoque,pavoque::spike0026,17,I,1.465,1.55,0.085
pavoque,pavoque::spike0026,18,C,1.55,1.771542,0.221542
pavoque,pavoque::spike0026,19,_,1.771542,3.055,1.283458
pavoque,pavoque::spike0028,1,H#,0.0,0.49684,0.49684
pavoque,pavoque::spike0028,2,v,0.49684,0.582819,0.085979
pavoque,pavoque::spike0028,3,a,0.582819,0.71,0.127181
pavoque,pavoque::spike0028,4,n,0.71,0.826633,0.116633
pavoque,pavoque::spike0028,5,v,0.826633,0.869009,0.042376
pavoque,pavoque::spike0028,6,I,0.869009,0.932265,0.063256
pavoque,pavoque::spike0028,7,6,0.932265,0.97157,0.039305
pavoque,pavoque::spike0028,8,s,0.97157,1.020087,0.048517
pavoque,pavoque::spike0028,9,t,1.020087,1.05,0.029913
pavoque,pavoque::spike0028,10,d,1.05,1.095958,0.045958
pavoque,pavoque::spike0028,11,u:,1.095958,1.22,0.124042
pavoque,pavoque::spike0028,12,?,1.22,1.256531,0.036531
pavoque,pavoque::spike0028,13,E,1.256531,1.365,0.108469
pavoque,pavoque::spike0028,14,n,1.365,1.443844,0.078844
pavoque,pavoque::spike0028,15,t,1.443844,1.506898,0.063054
pavoque,pavoque::spike0028,16,l,1.506898,1.535,0.028102
pavoque,pavoque::spike0028,17,I,1.535,1.585096,0.050096
pavoque,pavoque::spike0028,18,C,1.585096,1.669233,0.084137
pavoque,pavoque::spike0028,19,m,1.669233,1.72,0.050767
pavoque,pavoque::spike0028,20,a:,1.72,1.79329,0.07329
pavoque,pavoque::spike0028,21,l,1.79329,1.851633,0.058343
pavoque,pavoque::spike0028,22,?,1.851633,1.865,0.013367
pavoque,pavoque::spike0028,23,E,1.865,1.913047,0.048047
pavoque,pavoque::spike0028,24,6,1.913047,1.975,0.061953
pavoque,pavoque::spike0028,25,v,1.975,2.027277,0.052277
pavoque,pavoque::spike0028,26,a,2.027277,2.141507,0.11423
pavoque,pavoque::spike0028,27,k,2.141507,2.205,0.063493
pavoque,pavoque::spike0028,28,s,2.205,2.335,0.13
pavoque,pavoque::spike0028,29,@,2.335,2.348473,0.013473
pavoque,pavoque::spike0028,30,n,2.348473,2.471915,0.123442
pavoque,pavoque::spike0028,31,_,2.471915,3.655,1.183085
pavoque,pavoque::spike0029,1,H#,0.0,0.50111,0.50111
pavoque,pavoque::spike0029,2,d,0.50111,0.58567,0.08456
pavoque,pavoque::spike0029,3,a,0.58567,0.63,0.04433
pavoque,pavoque::spike0029,4,s,0.63,0.717275,0.087275
pavoque,pavoque::spike0029,5,l,0.717275,0.77,0.052725
pavoque,pavoque::spike0029,6,e:,0.77,0.911332,0.141332
pavoque,pavoque::spike0029,7,b,0.911332,0.958188,0.046856
pavoque,pavoque::spike0029,8,@,0.958188,0.965373,0.007185
pavoque,pavoque::spike0029,9,n,0.965373,1.015,0.049627
pavoque,pavoque::spike0029,10,?,1.015,1.023713,0.008713
pavoque,pavoque::spike0029,11,I,1.023713,1.05,0.026287
pavoque,pavoque::spike0029,12,s,1.05,1.117057,0.067057
pavoque,pavoque::spike0029,13,t,1.117057,1.182794,0.065737
pavoque,pavoque::spike0029,14,?,1.182794,1.194435,0.011641
pavoque,pavoque::spike0029,15,aI,1.194435,1.26997,0.075535
pavoque,pavoque::spike0029,16,n,1.26997,1.325,0.05503
pavoque,pavoque::spike0029,17,k,1.325,1.39246,0.06746
pavoque,pavoque::spike0029,18,R,1.39246,1.445,0.05254
pavoque,pavoque::spike0029,19,i:,1.445,1.62,0.175
pavoque,pavoque::spike0029,20,k,1.62,1.733105,0.113105
pavoque,pavoque::spike0029,21,_,1.733105,1.826963,0.093858
pavoque,pavoque::spike0029,22,?,1.826963,1.846,0.019037
pavoque,pavoque::spike0029,23,E,1.846,1.951012,0.105012
pavoque,pavoque::spike0029,24,n,1.951012,1.995,0.043988
pavoque,pavoque::spike0029,25,t,1.995,2.048351,0.053351
pavoque,pavoque::spike0029,26,v,2.048351,2.07,0.021649
pavoque,pavoque::spike0029,27,e:,2.07,2.126032,0.056032
pavoque,pavoque::spike0029,28,d,2.126032,2.145464,0.019432
pavoque,pavoque::spike0029,29,6,2.145464,2.227974,0.08251
pavoque,pavoque::spike0029,30,d,2.227974,2.283416,0.055442
pavoque,pavoque::spike0029,31,u:,2.283416,2.335,0.051584
pavoque,pavoque::spike0029,32,g,2.335,2.4129,0.0779
pavoque,pavoque::spike0029,33,@,2.4129,2.457649,0.044749
pavoque,pavoque::spike0029,34,v,2.457649,2.576748,0.119099
pavoque,pavoque::spike0029,35,I,2.576748,2.67,0.093252
pavoque,pavoque::spike0029,36,n,2.67,2.77,0.1
pavoque,pavoque::spike0029,37,s,2.77,2.874627,0.104627
pavoque,pavoque::spike0029,38,t,2.874627,2.939722,0.065095
pavoque,pavoque::spike0029,39,?,2.939722,3.015,0.075278
pavoque,pavoque::spike0029,40,o:,3.015,3.210542,0.195542
pavoque,pavoque::spike0029,41,d,3.210542,3.257042,0.0465
pavoque,pavoque::spike0029,42,6,3.257042,3.340119,0.083077
pavoque,pavoque::spike0029,43,d,3.340119,3.410432,0.070313
pavoque,pavoque::spike0029,44,u:,3.410432,3.48996,0.079528
pavoque,pavoque::spike0029,45,f,3.48996,3.574093,0.084133
pavoque,pavoque::spike0029,46,6,3.574093,3.664366,0.090273
pavoque,pavoque::spike0029,47,l,3.664366,3.73,0.065634
pavoque,pavoque::spike0029,48,i:,3.73,3.876847,0.146847
pavoque,pavoque::spike0029,49,6,3.876847,4.038356,0.161509
pavoque,pavoque::spike0029,50,s,4.038356,4.186356,0.148
pavoque,pavoque::spike0029,51,t,4.186356,4.302421,0.116065
pavoque,pavoque::spike0029,52,_,4.302421,5.335,1.032579
