source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg001,1,H#,0.0,0.114977,0.114977,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg002,2,f,0.114977,0.23,0.115023,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg003,3,EI,0.23,0.375,0.145,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg004,4,d,0.375,0.43666,0.06166,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg005,5,a,0.43666,0.54,0.10334,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg006,6,n,0.54,0.575,0.035,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg007,7,@,0.575,0.612046,0.037046,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg008,8,w,0.612046,0.692486,0.08044,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg009,9,EI,0.692486,0.806589,0.114103,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg010,10,v,0.806589,0.853804,0.047215,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg011,11,a:,0.853804,0.91,0.056196,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg012,12,6,0.91,0.949545,0.039545,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg013,13,ts,0.949545,1.092501,0.142956,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg014,14,v,1.092501,1.151372,0.058871,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg015,15,aI,1.151372,1.305,0.153628,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg016,16,m,1.305,1.37,0.065,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg017,17,a:,1.37,1.495,0.125,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg018,18,l,1.495,1.535,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg019,19,f,1.535,1.635,0.1,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg020,20,6,1.635,1.695,0.06,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg021,21,h,1.695,1.78,0.085,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg022,22,aI,1.78,1.905,0.125,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg023,23,R,1.905,1.979655,0.074655,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg024,24,a:,1.979655,2.1,0.120345,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg025,25,t,2.1,2.183299,0.083299,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg026,26,@,2.183299,2.255,0.071701,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg027,27,t,2.255,2.424575,0.169575,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0001,m0001,pavoque::m0001::seg028,28,_,2.424575,3.715,1.290425,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
