source_id,utterance_id,original_symbol_sequence,source_file,source_blob_sha
jsut,BASIC5000_1601,"^-ny-u-[-u-y-o-]-o-k-u-n-i-#-i-[-t-a-t-o-]-k-i-w-a-_-a-[-p-a-]-a-t-o-o-#-k-a-[-r-i-t-e-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1602,"^-t-a-]-N-k-a-#-j-u-[-u-g-o-]-d-o-r-u-d-e-_-j-u-]-cl-p-o-N-o-#-sh-i-[-ky-u-u-_-o-[-k-u-cl-t-e-i-t-a-d-a-k-e-m-a-]-s-u-k-a-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1603,"^-p-i-]-s-a-r-o-g-a-#-i-[-N-k-a-t-e-]-e-k-o-k-u-n-i-#-ts-u-]-i-t-e-#-k-i-[-i-t-a-k-o-t-o-]-n-o-#-o-]-o-k-u-w-a-_-sh-i-]-N-j-i-ts-u-d-e-#-a-[-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1604,"^-p-i-]-z-a-o-#-j-i-[-y-u-]-u-n-i-#-m-e-[-sh-i-a-g-a-cl-t-e-k-u-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1605,"^-n-i-[-N-n-i-k-u-w-a-_-t-a-[-b-e-m-o-]-n-o-n-o-#-a-[-j-i-o-#-y-o-]-k-u-#-s-u-[-r-u-]-n-o-n-i-#-ts-u-[-k-a-w-a-r-e-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1606,"^-p-i-]-e-r-o-o-#-m-i-]-t-e-_-sh-o-[-o-n-e-N-w-a-#-m-o-[-n-o-]-g-a-#-i-[-e-n-a-k-u-n-a-]-cl-t-e-sh-i-m-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1607,"^-p-i-]-k-a-s-o-n-o-#-e-]-w-a-_-w-a-[-t-a-sh-i-n-i-]-w-a-#-k-i-]-my-o-o-n-i-#-m-i-[-e-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1608,"^-ts-u-[-g-o-o-n-o-#-y-o-[-r-o-sh-i-]-i-t-o-k-i-n-i-_-i-[-r-a-]-sh-i-t-e-#-k-u-[-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1609,"^-p-i-]-k-u-n-i-cl-k-u-n-i-#-i-[-k-u-]-n-o-w-a-#-d-o-]-o-d-e-sh-o-o-k-a-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1610,"^-p-i-[-a-n-o-w-a-#-t-a-[-k-a-]-i-d-e-s-u-g-a-_-j-i-[-d-o-]-o-sh-a-w-a-#-m-o-]-cl-t-o-#-t-a-[-k-a-i-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1611,"^-n-i-]-cl-k-u-n-o-#-a-[-t-a-r-a-sh-i-]-i-#-j-u-]-u-sh-o-t-o-_-d-e-[-N-w-a-#-b-a-]-N-g-o-o-o-#-k-i-[-i-t-o-k-a-n-a-]-k-u-ch-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1612,"^-k-o-[-t-a-i-n-o-#-j-o-[-o-t-a-i-n-i-n-a-]-cl-t-a-#-m-i-[-z-u-w-a-_-k-o-[-o-r-i-t-o-y-o-b-a-r-e-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
