source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg001,1,H#,0,0.25,0.25,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg002,2,?,0.25,0.29,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg003,3,E,0.29,0.377055,0.087055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg004,4,g,0.377055,0.44,0.062945,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg005,5,Y,0.44,0.515,0.075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg006,6,p,0.515,0.570549,0.055549,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg007,7,t,0.570549,0.645971,0.075422,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg008,8,o:,0.645971,0.703755,0.057784,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg009,9,l,0.703755,0.735,0.031245,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg010,10,o:,0.735,0.82903,0.09403,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg011,11,g,0.82903,0.887599,0.058569,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg012,12,i:,0.887599,1.1,0.212401,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg013,13,f,1.1,1.29683,0.19683,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg014,14,a:,1.29683,1.403825,0.106995,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg015,15,R,1.403825,1.445,0.041175,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg016,16,a,1.445,1.562261,0.117261,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg017,17,o:,1.562261,1.805,0.242739,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg018,18,f,1.805,1.945,0.14,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg019,19,l,1.945,2.013008,0.068008,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg020,20,u:,2.013008,2.125,0.111992,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg021,21,x,2.125,2.212363,0.087363,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg022,22,d,2.212363,2.284292,0.071929,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg023,23,@,2.284292,2.36,0.075708,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg024,24,s,2.36,2.465,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg025,25,f,2.465,2.56,0.095,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg026,26,a:,2.56,2.663951,0.103951,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg027,27,R,2.663951,2.71,0.046049,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg028,28,a,2.71,2.810106,0.100106,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg029,29,o:,2.810106,3.039164,0.229058,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0002,m0002,pavoque::m0002::seg030,30,_,3.039164,3.775,0.735836,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0003,m0003,pavoque::m0003::seg001,1,H#,0,0.319399,0.319399,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0003,m0003,pavoque::m0003::seg002,2,pf,0.319399,0.49114,0.171741,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0003,m0003,pavoque::m0003::seg003,3,aU,0.49114,0.7,0.20886,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0003,m0003,pavoque::m0003::seg004,4,@,0.7,0.72,0.02,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0003,m0003,pavoque::m0003::seg005,5,n,0.72,0.8,0.08,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0003,m0003,pavoque::m0003::seg006,6,z,0.8,0.895,0.095,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
