source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0009,1,H#,0.0,0.66,0.66
pavoque,pavoque::spike0009,2,?,0.66,0.695,0.03499999999999992
pavoque,pavoque::spike0009,3,E,0.695,0.733213,0.03821300000000005
pavoque,pavoque::spike0009,4,6,0.733213,0.770372,0.03715899999999994
pavoque,pavoque::spike0009,5,ts,0.770372,0.897462,0.12709000000000004
pavoque,pavoque::spike0009,6,E:,0.897462,0.966709,0.06924700000000006
pavoque,pavoque::spike0009,7,l,0.966709,1.002205,0.03549599999999997
pavoque,pavoque::spike0009,8,m,1.002205,1.063768,0.061563000000000034
pavoque,pavoque::spike0009,9,i:,1.063768,1.119231,0.05546300000000004
pavoque,pavoque::spike0009,10,6,1.119231,1.142525,0.023293999999999926
pavoque,pavoque::spike0009,11,d,1.142525,1.181619,0.03909399999999996
pavoque,pavoque::spike0009,12,a:,1.181619,1.275634,0.09401499999999996
pavoque,pavoque::spike0009,13,f,1.275634,1.375,0.09936600000000007
pavoque,pavoque::spike0009,14,O,1.375,1.48,0.10499999999999998
pavoque,pavoque::spike0009,15,n,1.48,1.608409,0.128409
pavoque,pavoque::spike0009,16,_,1.608409,2.515,0.9065910000000001
pavoque,pavoque::spike0010,1,H#,0.0,0.315,0.315
pavoque,pavoque::spike0010,2,?,0.315,0.367251,0.05225099999999999
pavoque,pavoque::spike0010,3,I,0.367251,0.455,0.08774900000000002
pavoque,pavoque::spike0010,4,C,0.455,0.539822,0.08482200000000001
pavoque,pavoque::spike0010,5,b,0.539822,0.6273,0.08747799999999994
pavoque,pavoque::spike0010,6,I,0.6273,0.695,0.06769999999999998
pavoque,pavoque::spike0010,7,n,0.695,0.770121,0.0751210000000001
pavoque,pavoque::spike0010,8,s,0.770121,0.87,0.09987899999999994
pavoque,pavoque::spike0010,9,p,0.87,0.940697,0.07069700000000001
pavoque,pavoque::spike0010,10,aI,0.940697,1.165,0.22430300000000003
pavoque,pavoque::spike0010,11,k,1.165,1.281078,0.1160779999999999
pavoque,pavoque::spike0010,12,_,1.281078,1.371649,0.09057099999999996
pavoque,pavoque::spike0010,13,v,1.371649,1.396535,0.024886000000000186
pavoque,pavoque::spike0010,14,a,1.396535,1.47,0.07346499999999989
pavoque,pavoque::spike0010,15,s,1.47,1.55,0.08000000000000007
pavoque,pavoque::spike0010,16,f,1.55,1.577704,0.02770399999999995
pavoque,pavoque::spike0010,17,y:,1.577704,1.605954,0.02825000000000011
pavoque,pavoque::spike0010,18,6,1.605954,1.61271,0.006755999999999984
pavoque,pavoque::spike0010,19,?,1.61271,1.616394,0.0036840000000000206
pavoque,pavoque::spike0010,20,aI,1.616394,1.683949,0.06755499999999981
pavoque,pavoque::spike0010,21,n,1.683949,1.722639,0.03869000000000011
pavoque,pavoque::spike0010,22,p,1.722639,1.764092,0.04145299999999996
pavoque,pavoque::spike0010,23,R,1.764092,1.8,0.03590800000000005
pavoque,pavoque::spike0010,24,o:,1.8,1.852221,0.05222099999999985
pavoque,pavoque::spike0010,25,b,1.852221,1.92649,0.07426900000000014
pavoque,pavoque::spike0010,26,l,1.92649,1.955,0.028510000000000035
pavoque,pavoque::spike0010,27,e:,1.955,2.07,0.11499999999999977
