source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg001,1,H#,0,0.695,0.695,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg002,2,k,0.695,0.812618,0.117618,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg003,3,i:,0.812618,0.93989,0.127272,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg004,4,E,0.93989,1.04,0.10011,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg005,5,f,1.04,1.14,0.1,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg006,6,v,1.14,1.165,0.025,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg007,7,I,1.165,1.21,0.045,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg008,8,6,1.21,1.235986,0.025986,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg009,9,t,1.235986,1.308021,0.072035,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg010,10,f,1.308021,1.35,0.041979,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg011,11,O,1.35,1.41,0.06,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg012,12,n,1.41,1.468808,0.058808,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg013,13,d,1.468808,1.525372,0.056564,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg014,14,R,1.525372,1.62,0.094628,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg015,15,aI,1.62,1.856436,0.236436,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0041,m0041,pavoque::m0041::seg016,16,f,1.856436,1.97,0.113564,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
