source_id,utterance_id,source_utterance_id,segment_index,label_original,interval_start_s,interval_end_s,interval_duration_s,endpoint_original_s
pavoque,pavoque::m0106,m0106,1,H#,0.000000,0.475000,0.475000,0.475000
pavoque,pavoque::m0106,m0106,2,s,0.475000,0.605000,0.130000,0.605000
pavoque,pavoque::m0106,m0106,3,a,0.605000,0.699191,0.094191,0.699191
pavoque,pavoque::m0106,m0106,4,d,0.699191,0.758674,0.059483,0.758674
pavoque,pavoque::m0106,m0106,5,a,0.758674,0.855000,0.096326,0.855000
pavoque,pavoque::m0106,m0106,6,m,0.855000,0.906245,0.051245,0.906245
pavoque,pavoque::m0106,m0106,7,h,0.906245,0.986732,0.080487,0.986732
pavoque,pavoque::m0106,m0106,8,U,0.986732,1.045000,0.058268,1.045000
pavoque,pavoque::m0106,m0106,9,s,1.045000,1.140000,0.095000,1.140000
pavoque,pavoque::m0106,m0106,10,e:,1.140000,1.233722,0.093722,1.233722
pavoque,pavoque::m0106,m0106,11,i:,1.233722,1.340000,0.106278,1.340000
pavoque,pavoque::m0106,m0106,12,n,1.340000,1.385000,0.045000,1.385000
pavoque,pavoque::m0106,m0106,13,h,1.385000,1.475000,0.090000,1.475000
pavoque,pavoque::m0106,m0106,14,a,1.475000,1.547682,0.072682,1.547682
pavoque,pavoque::m0106,m0106,15,t,1.547682,1.609367,0.061685,1.609367
pavoque,pavoque::m0106,m0106,16,@,1.609367,1.685000,0.075633,1.685000
pavoque,pavoque::m0106,m0106,17,v,1.685000,1.780000,0.095000,1.780000
pavoque,pavoque::m0106,m0106,18,a:,1.780000,1.964248,0.184248,1.964248
pavoque,pavoque::m0106,m0106,19,l,1.964248,2.000498,0.036250,2.000498
pavoque,pavoque::m0106,m0106,20,@,2.000498,2.090000,0.089502,2.090000
pavoque,pavoque::m0106,m0106,21,n,2.090000,2.235200,0.145200,2.235200
pavoque,pavoque::m0106,m0106,22,_,2.235200,3.175000,0.939800,3.175000
