source_id,utterance_id,original_symbol_sequence,source_file,source_blob_sha
jsut,BASIC5000_1201,"^-m-e-[-N-t-o-m-u-k-a-cl-t-e-#-h-o-[-m-e-]-r-u-#-h-i-[-t-o-]-w-a-_-y-o-]-o-j-i-N-#-sh-i-[-n-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1202,"^-w-a-[-sh-i-n-o-#-h-a-[-n-e-]-w-a-#-h-i-[-r-o-g-e-r-u-t-o-_-i-[-ch-i-m-e-]-e-t-a-a-n-i-m-o-#-n-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1203,"^-z-e-[-e-j-a-k-u-d-e-#-ch-i-[-k-a-r-a-n-o-n-a-]-i-_-t-a-]-d-a-n-o-#-n-i-[-N-g-e-N-n-a-]-N-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1204,"^-a-[-k-i-y-a-n-i-#-n-a-]-cl-t-e-i-r-u-#-r-i-[-y-u-u-w-a-#-s-a-[-m-a-]-z-a-m-a-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1205,"^-sh-i-[-d-o-]-o-sh-a-w-a-_-k-o-[-k-u-m-i-N-t-o-#-b-o-]-ts-u-#-k-o-[-o-sh-o-o-n-i-#-n-a-]-cl-t-e-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1206,"^-s-e-[-k-i-y-u-g-a-]-i-sh-a-w-a-_-f-u-[-t-a-t-a-b-i-#-g-a-[-s-o-r-i-N-n-o-#-k-a-[-k-a-k-u-o-#-a-[-g-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1207,"^-t-o-[-o-k-o-o-n-o-t-o-ch-u-u-_-w-a-[-s-u-r-e-z-u-n-i-#-k-o-[-n-o-#-t-e-[-g-a-m-i-o-#-d-a-]-sh-i-t-e-n-e-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1208,"^-o-[-ch-i-k-a-k-u-n-i-#-o-[-i-d-e-n-o-s-e-]-ts-u-w-a-_-z-e-]-h-i-#-o-[-t-a-ch-i-y-o-r-i-k-u-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1209,"^-k-a-]-N-g-u-N-n-i-#-ny-u-[-u-j-o-o-o-#-y-u-[-r-u-]-s-u-t-o-w-a-_-d-o-]-o-y-u-u-#-ry-o-[-o-k-e-N-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1210,"^-i-[-m-o-o-t-o-]-g-a-#-u-[-m-a-r-e-t-a-#-h-i-]-n-o-#-k-o-[-t-o-]-w-a-_-y-o-]-k-u-#-o-[-b-o-]-e-t-e-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1211,"^-d-o-]-k-u-sh-a-w-a-_-s-o-[-n-o-#-ny-u-]-u-s-u-g-a-#-sh-i-]-N-j-i-ts-u-k-a-#-d-o-]-o-k-a-o-#-t-a-[-sh-i-k-a-m-e-]-r-u-#-k-o-[-t-o-]-w-a-#-d-e-[-k-i-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1212,"^-k-e-]-n-i-a-w-a-_-k-a-]-ts-u-t-e-#-i-[-g-i-r-i-s-u-n-o-#-sh-o-[-k-u-m-i-]-N-ch-i-d-e-#-a-]-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1213,"^-k-e-[-n-e-s-u-s-u-t-a-]-a-g-a-_-m-a-[-t-a-]-sh-i-t-e-m-o-#-k-e-]-N-ry-o-k-u-o-#-r-a-[-N-y-o-o-sh-i-_-w-a-[-t-a-sh-i-g-a-#-i-[-N-t-a-a-n-e-]-cl-t-o-o-#-ts-u-[-k-a-u-#-k-e-]-N-r-i-o-#-h-a-[-k-u-d-a-ts-u-sh-i-t-a-]-n-o-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1214,"^-t-a-[-i-s-e-ts-u-n-a-k-o-t-o-]-w-a-_-s-o-[-n-o-#-k-o-[-t-o-]-d-e-#-s-e-[-N-s-e-]-e-t-o-#-s-o-[-o-d-a-N-s-u-r-u-k-o-t-o-]-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1215,"^-s-o-]-t-o-e-#-d-e-[-n-a-s-a-]-i-_-d-e-]-n-a-i-t-o-#-k-o-]-o-k-a-i-#-sh-i-[-m-a-]-s-u-y-o-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1216,"^-k-e-[-ch-a-]-cl-p-u-o-#-b-e-[-ts-u-n-i-#-m-o-[-cl-t-e-k-i-]-t-e-#-k-u-[-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1217,"^-d-a-[-m-a-s-a-r-e-y-a-s-u-]-i-#-h-i-[-t-o-]-w-a-_-t-a-]-e-z-u-#-u-[-m-a-r-e-t-e-k-u-]-r-u-t-o-#-i-[-cl-t-a-#-h-i-[-t-o-]-g-a-#-a-]-r-u-g-a-_-s-a-[-g-i-]-sh-i-w-a-_-i-[-z-u-r-e-m-o-_-k-o-[-n-o-k-o-t-o-]-o-#-sh-o-[-o-ch-i-sh-i-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1218,"^-h-o-[-d-o-o-d-e-#-j-i-[-t-e-]-N-sh-a-n-i-#-n-o-[-cl-t-e-]-w-a-#-i-[-k-e-m-a-s-e-]-N-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1219,"^-s-o-]-t-o-w-a-#-s-a-[-m-u-]-i-k-a-r-a-_-r-e-[-i-N-k-o-]-o-t-o-o-#-k-i-[-r-u-b-e-]-k-i-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1220,"^-s-o-]-t-o-n-o-#-o-[-t-o-]-g-a-#-u-[-r-u-s-a-]-k-u-t-e-_-b-e-[-N-ky-o-o-s-u-r-u-k-i-n-i-#-n-a-[-r-e-]-n-a-k-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1221,"^-ch-u-[-u-b-e-e-d-e-]-w-a-_-sh-i-[-N-r-i-N-g-a-#-k-a-[-ch-i-k-u-n-o-b-o-k-u-j-o-o-n-i-#-t-o-]-cl-t-e-#-k-a-[-w-a-r-a-r-e-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1222,"^-s-o-]-t-o-n-i-#-d-e-]-r-u-t-o-_-s-u-]-g-u-n-i-#-a-]-m-e-g-a-#-f-u-[-r-i-h-a-j-i-]-m-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1223,"^-ts-u-[-u-k-i-N-r-e-]-cl-sh-a-n-i-#-n-o-[-r-u-t-o-_-k-a-[-b-a-N-g-a-#-t-a-[-n-a-n-i-_-k-i-[-ch-i-N-]-t-o-#-n-a-[-r-a-b-e-r-a-r-e-t-e-i-r-u-k-o-t-o-]-g-a-#-m-i-[-e-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1224,"^-s-o-]-t-o-d-e-w-a-#-ts-u-[-m-e-t-a-i-k-i-t-a-k-a-z-e-g-a-_-g-o-]-o-g-o-o-t-o-#-f-u-[-k-i-a-]-r-e-t-e-#-i-[-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
