source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg001,1,H#,0.0,0.343992,0.343992,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg002,2,d,0.343992,0.385763,0.041771,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg003,3,Z,0.385763,0.414019,0.028256,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg004,4,O,0.414019,0.530731,0.116712,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg005,5,6,0.530731,0.584787,0.054056,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg006,6,d,0.584787,0.613748,0.028961,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg007,7,Z,0.613748,0.675,0.061252,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg008,8,g,0.675,0.757641,0.082641,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg009,9,r,0.757641,0.835,0.077359,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg010,10,i:,0.835,0.965,0.13,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg011,11,n,0.965,1.149303,0.184303,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg012,12,_,1.149303,1.261715,0.112412,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg013,13,h,1.261715,1.345,0.083285,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg014,14,E,1.345,1.399311,0.054311,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg015,15,6,1.399311,1.465,0.065689,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg016,16,m,1.465,1.525,0.06,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg017,17,a,1.525,1.635,0.11,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg018,18,n,1.635,1.71,0.075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg019,19,g,1.71,1.759889,0.049889,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg020,20,R,1.759889,1.84,0.080111,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg021,21,a,1.84,1.945,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg022,22,s,1.945,2.066411,0.121411,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg023,23,m,2.066411,2.115,0.048589,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg024,24,a,2.115,2.235,0.12,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg025,25,n,2.235,2.346519,0.111519,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0060,m0060,pavoque::m0060::seg026,26,_,2.346519,3.415,1.068481,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg001,1,H#,0.0,0.275,0.275,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg002,2,d,0.275,0.306459,0.031459,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg003,3,E,0.306459,0.342189,0.03573,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg004,4,6,0.342189,0.385807,0.043618,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg005,5,b,0.385807,0.418076,0.032269,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg006,6,@,0.418076,0.474272,0.056196,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg007,7,g,0.474272,0.526756,0.052484,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg008,8,R,0.526756,0.582396,0.05564,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg009,9,I,0.582396,0.662851,0.080455,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg010,10,f,0.662851,0.723695,0.060844,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg011,11,b,0.723695,0.809717,0.086022,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg012,12,y:,0.809717,0.90124,0.091523,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg013,13,ts,0.90124,1.03,0.12876,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg014,14,a,1.03,1.14,0.11,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg015,15,n,1.14,1.221926,0.081926,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg016,16,ts,1.221926,1.29319,0.071264,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg017,17,b,1.29319,1.359971,0.066781,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg018,18,@,1.359971,1.415,0.055029,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg019,19,ts,1.415,1.54,0.125,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg020,20,aI,1.54,1.685,0.145,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg021,21,C,1.685,1.759476,0.074476,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg022,22,n,1.759476,1.805,0.045524,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg023,23,@,1.805,1.935,0.13,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg024,24,t,1.935,2.061732,0.126732,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0061,m0061,pavoque::m0061::seg025,25,_,2.061732,3.295,1.233268,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg001,1,H#,0.0,0.425,0.425,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg002,2,?,0.425,0.447094,0.022094,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg003,3,I,0.447094,0.553955,0.106861,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg004,4,l,0.553955,0.623352,0.069397,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg005,5,j,0.623352,0.7,0.076648,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg006,6,a:,0.7,0.775,0.075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg007,7,m,0.775,0.86,0.085,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg008,8,i:,0.86,0.93,0.07,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg009,9,x,0.93,1.04,0.11,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg010,10,aI,1.04,1.155,0.115,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg011,11,l,1.155,1.21,0.055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg012,12,O,1.21,1.265,0.055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg013,13,v,1.265,1.31,0.045,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg014,14,I,1.31,1.383658,0.073658,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg015,15,tS,1.383658,1.535,0.151342,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg016,16,f,1.535,1.605,0.07,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg017,17,R,1.605,1.71,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg018,18,a,1.71,1.835,0.125,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg019,19,N,1.835,1.910591,0.075591,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg020,20,k,1.910591,2.021136,0.110545,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg021,21,_,2.021136,2.225,0.203864,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg022,22,R,2.225,2.425,0.2,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg023,23,U,2.425,2.53,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg024,24,s,2.53,2.63,0.1,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg025,25,I,2.63,2.72,0.09,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg026,26,S,2.72,2.939276,0.219276,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0062,m0062,pavoque::m0062::seg027,27,_,2.939276,3.655,0.715724,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
