source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg001,1,H#,0,0.353329,0.353329,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg002,2,p,0.353329,0.409191,0.055862,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg003,3,R,0.409191,0.465,0.055809,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg004,4,I,0.465,0.534325,0.069325,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg005,5,n,0.534325,0.59,0.055675,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg006,6,ts,0.59,0.703864,0.113864,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg007,7,j,0.703864,0.775,0.071136,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg008,8,o:,0.775,0.850621,0.075621,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg009,9,h,0.850621,0.899754,0.049133,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg010,10,a,0.899754,0.955,0.055246,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg011,11,n,0.955,0.990651,0.035651,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg012,12,f,0.990651,1.055,0.064349,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg013,13,O,1.055,1.1,0.045,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg014,14,n,1.1,1.14,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg015,15,f,1.14,1.195,0.055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg016,16,R,1.195,1.24,0.045,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg017,17,a,1.24,1.33,0.09,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg018,18,N,1.33,1.38,0.05,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg019,19,k,1.38,1.435,0.055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg020,20,R,1.435,1.483827,0.048827,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg021,21,aI,1.483827,1.63,0.146173,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg022,22,C,1.63,1.753446,0.123446,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg023,23,_,1.753446,1.8425,0.089054,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg024,24,f,1.8425,1.89,0.0475,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg025,25,R,1.89,1.93,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg026,26,a,1.93,1.995,0.065,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg027,27,n,1.995,2.045,0.05,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg028,28,ts,2.045,2.129748,0.084748,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg029,29,2:,2.129748,2.245,0.115252,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg030,30,z,2.245,2.32,0.075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg031,31,I,2.32,2.385,0.065,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg032,32,S,2.385,2.497202,0.112202,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg033,33,Z,2.497202,2.73,0.232798,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg034,34,o~,2.73,2.905,0.175,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg035,35,d,2.905,2.957905,0.052905,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0022,m0022,pavoque::m0022::seg036,36,@,2.957905,3.033983,0.076078,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
