source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0004,1,H#,0.0,0.415743,0.415743
pavoque,pavoque::spike0004,2,n,0.415743,0.44,0.02425700000000003
pavoque,pavoque::spike0004,3,a:,0.44,0.507244,0.06724400000000003
pavoque,pavoque::spike0004,4,d,0.507244,0.535,0.027756000000000003
pavoque,pavoque::spike0004,5,a,0.535,0.61,0.07499999999999996
pavoque,pavoque::spike0004,6,n,0.61,0.650942,0.040942000000000034
pavoque,pavoque::spike0004,7,v,0.650942,0.675506,0.02456400000000003
pavoque,pavoque::spike0004,8,e:,0.675506,0.730775,0.0552689999999999
pavoque,pavoque::spike0004,9,6,0.730775,0.760559,0.029784000000000033
pavoque,pavoque::spike0004,10,d,0.760559,0.792283,0.031723999999999974
pavoque,pavoque::spike0004,11,@,0.792283,0.811221,0.01893800000000001
pavoque,pavoque::spike0004,12,?,0.811221,0.816441,0.005220000000000002
pavoque,pavoque::spike0004,13,I,0.816441,0.84776,0.031318999999999986
pavoque,pavoque::spike0004,14,C,0.84776,0.900573,0.052813
pavoque,pavoque::spike0004,15,m,0.900573,0.938954,0.038381
pavoque,pavoque::spike0004,16,I,0.938954,0.99,0.051046000000000036
pavoque,pavoque::spike0004,17,C,0.99,1.039665,0.04966500000000007
pavoque,pavoque::spike0004,18,m,1.039665,1.09,0.05033500000000002
pavoque,pavoque::spike0004,19,a:,1.09,1.154501,0.06450099999999992
pavoque,pavoque::spike0004,20,l,1.154501,1.195,0.04049900000000006
pavoque,pavoque::spike0004,21,f,1.195,1.298814,0.10381399999999985
pavoque,pavoque::spike0004,22,o:,1.298814,1.367593,0.06877900000000015
pavoque,pavoque::spike0004,23,6,1.367593,1.42,0.05240699999999987
pavoque,pavoque::spike0004,24,S,1.42,1.508221,0.0882210000000001
pavoque,pavoque::spike0004,25,t,1.508221,1.566802,0.058580999999999994
pavoque,pavoque::spike0004,26,E,1.566802,1.681396,0.11459399999999986
pavoque,pavoque::spike0004,27,l,1.681396,1.761229,0.07983300000000004
pavoque,pavoque::spike0004,28,@,1.761229,1.77,0.008771000000000084
pavoque,pavoque::spike0004,29,n,1.77,1.874222,0.10422200000000004
pavoque,pavoque::spike0004,30,_,1.874222,3.775,1.9007779999999999
pavoque,pavoque::spike0005,1,H#,0.0,0.71,0.71
pavoque,pavoque::spike0005,2,?,0.71,0.735,0.025000000000000022
pavoque,pavoque::spike0005,3,I,0.735,0.78877,0.053769999999999984
pavoque,pavoque::spike0005,4,C,0.78877,0.865559,0.076789
pavoque,pavoque::spike0005,5,h,0.865559,0.887674,0.022114999999999996
pavoque,pavoque::spike0005,6,a:,0.887674,0.95,0.06232599999999999
pavoque,pavoque::spike0005,7,b,0.95,0.99654,0.046540000000000026
pavoque,pavoque::spike0005,8,@,0.99654,1.046779,0.05023899999999992
pavoque,pavoque::spike0005,9,R,1.046779,1.134011,0.0872320000000002
pavoque,pavoque::spike0005,10,o:,1.134011,1.216328,0.08231699999999997
pavoque,pavoque::spike0005,11,t,1.216328,1.285139,0.06881099999999996
pavoque,pavoque::spike0005,12,@,1.285139,1.349018,0.06387900000000002
pavoque,pavoque::spike0005,13,h,1.349018,1.415,0.06598199999999999
pavoque,pavoque::spike0005,14,a:,1.415,1.549897,0.13489700000000004
pavoque,pavoque::spike0005,15,R,1.549897,1.607027,0.0571299999999999
pavoque,pavoque::spike0005,16,@,1.607027,1.658629,0.051601999999999926
pavoque,pavoque::spike0005,17,?,1.658629,1.672144,0.013515000000000166
pavoque,pavoque::spike0005,18,U,1.672144,1.745,0.07285600000000003
pavoque,pavoque::spike0005,19,n,1.745,1.786323,0.041323
pavoque,pavoque::spike0005,20,t,1.786323,1.855749,0.06942599999999999
pavoque,pavoque::spike0005,21,?,1.855749,1.86031,0.004560999999999815
pavoque,pavoque::spike0005,22,aI,1.86031,1.930153,0.0698430000000001
pavoque,pavoque::spike0005,23,n,1.930153,1.99,0.059846999999999984
pavoque,pavoque::spike0005,24,f,1.99,2.12,0.13000000000000012
pavoque,pavoque::spike0005,25,OY,2.12,2.26,0.13999999999999968
pavoque,pavoque::spike0005,26,R,2.26,2.315,0.05500000000000016
pavoque,pavoque::spike0005,27,I,2.315,2.36,0.04499999999999993
pavoque,pavoque::spike0005,28,g,2.36,2.406849,0.04684899999999992
pavoque,pavoque::spike0005,29,@,2.406849,2.45,0.043151000000000383
pavoque,pavoque::spike0005,30,s,2.45,2.529102,0.07910199999999978
pavoque,pavoque::spike0005,31,t,2.529102,2.604991,0.0758890000000001
pavoque,pavoque::spike0005,32,E,2.604991,2.67,0.06500899999999987
pavoque,pavoque::spike0005,33,m,2.67,2.715,0.04499999999999993
pavoque,pavoque::spike0005,34,p,2.715,2.776022,0.061022000000000354
pavoque,pavoque::spike0005,35,6,2.776022,2.779823,0.0038009999999997213
pavoque,pavoque::spike0005,36,R,2.779823,2.8,0.02017699999999989
pavoque,pavoque::spike0005,37,a,2.8,2.863285,0.06328500000000004
pavoque,pavoque::spike0005,38,m,2.863285,2.92533,0.06204500000000035
pavoque,pavoque::spike0005,39,E,2.92533,3.034062,0.10873199999999983
pavoque,pavoque::spike0005,40,n,3.034062,3.08075,0.04668800000000006
pavoque,pavoque::spike0005,41,t,3.08075,3.21774,0.13698999999999995
pavoque,pavoque::spike0005,42,_,3.21774,4.435,1.2172599999999996
pavoque,pavoque::spike0006,1,H#,0.0,0.387589,0.387589
pavoque,pavoque::spike0006,2,?,0.387589,0.437957,0.05036799999999997
pavoque,pavoque::spike0006,3,a,0.437957,0.512895,0.074938
pavoque,pavoque::spike0006,4,l,0.512895,0.555,0.04210500000000006
pavoque,pavoque::spike0006,5,z,0.555,0.598275,0.04327499999999995
pavoque,pavoque::spike0006,6,o:,0.598275,0.802819,0.20454399999999995
pavoque,pavoque::spike0006,7,?,0.802819,0.89557,0.09275100000000003
pavoque,pavoque::spike0006,8,I,0.89557,0.923211,0.027641000000000027
pavoque,pavoque::spike0006,9,n,0.923211,0.982793,0.059582000000000024
pavoque,pavoque::spike0006,10,v,0.982793,1.015,0.032206999999999875
pavoque,pavoque::spike0006,11,E,1.015,1.081687,0.06668700000000016
pavoque,pavoque::spike0006,12,l,1.081687,1.105,0.023312999999999917
pavoque,pavoque::spike0006,13,C,1.105,1.173823,0.06882300000000008
pavoque,pavoque::spike0006,14,@,1.173823,1.178123,0.0042999999999999705
pavoque,pavoque::spike0006,15,m,1.178123,1.240776,0.06265300000000007
pavoque,pavoque::spike0006,16,ts,1.240776,1.345,0.10422399999999987
pavoque,pavoque::spike0006,17,u:,1.345,1.405,0.06000000000000005
pavoque,pavoque::spike0006,18,S,1.405,1.461905,0.05690499999999998
pavoque,pavoque::spike0006,19,t,1.461905,1.508438,0.046532999999999936
pavoque,pavoque::spike0006,20,a,1.508438,1.55,0.0415620000000001
pavoque,pavoque::spike0006,21,n,1.55,1.59151,0.041509999999999936
pavoque,pavoque::spike0006,22,t,1.59151,1.628979,0.037468999999999975
pavoque,pavoque::spike0006,23,b,1.628979,1.676464,0.047485
pavoque,pavoque::spike0006,24,I,1.676464,1.715,0.038536000000000126
pavoque,pavoque::spike0006,25,s,1.715,1.774556,0.05955599999999994
pavoque,pavoque::spike0006,26,t,1.774556,1.802811,0.02825499999999992
pavoque,pavoque::spike0006,27,d,1.802811,1.84297,0.040159000000000056
pavoque,pavoque::spike0006,28,u:,1.84297,1.913375,0.07040500000000005
pavoque,pavoque::spike0006,29,h,1.913375,1.96,0.046624999999999917
pavoque,pavoque::spike0006,30,OY,1.96,2.08045,0.12044999999999995
pavoque,pavoque::spike0006,31,t,2.08045,2.148358,0.06790800000000008
pavoque,pavoque::spike0006,32,@,2.148358,2.303421,0.15506300000000017
pavoque,pavoque::spike0006,33,_,2.303421,3.835,1.5315789999999998
pavoque,pavoque::spike0007,1,H#,0.0,0.17,0.17
