source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg001,1,H#,0,0.2788,0.2788,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg002,2,d,0.2788,0.352433,0.073633,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg003,3,i:,0.352433,0.468556,0.116123,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg004,4,p,0.468556,0.560956,0.0924,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg005,5,Y,0.560956,0.645,0.084044,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg006,6,g,0.645,0.737172,0.092172,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg007,7,m,0.737172,0.78,0.042828,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg008,8,E:,0.78,0.961675,0.181675,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg009,9,@,0.961675,1.055,0.093325,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg010,10,n,1.055,1.125,0.07,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0047,m0047,pavoque::m0047::seg011,11,h,1.125,1.185,0.06,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
