source_id,utterance_id,original_symbol_sequence,source_file,source_blob_sha
jsut,BASIC5000_1185,"^-k-a-[-N-z-e-N-n-a-#-sh-u-]-u-ky-o-o-n-o-#-j-i-[-y-u-]-u-g-a-_-b-a-[-N-n-i-N-n-i-#-h-o-[-sh-o-o-s-a-r-e-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1186,"^-k-o-[-o-s-o-k-u-n-a-]-n-o-d-e-_-s-e-]-e-t-o-t-a-ch-i-w-a-#-g-a-[-k-u-s-e-]-e-f-u-k-u-o-#-k-i-[-n-a-]-k-u-t-e-w-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1187,"^-y-o-[-k-u-a-s-a-_-y-u-[-k-i-d-a-]-r-u-m-a-w-a-#-a-[-t-o-k-a-t-a-m-o-n-a-]-k-u-#-k-i-[-e-u-]-s-e-t-e-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1188,"^-n-a-]-g-a-k-u-#-r-e-[-N-sh-u-u-sh-i-t-a-#-o-[-k-a-g-e-d-e-_-k-a-]-r-e-w-a-#-t-o-[-t-e-m-o-#-j-u-[-k-u-t-a-ts-u-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1189,"^-m-u-[-r-a-]-n-i-w-a-_-n-i-[-j-u-]-u-n-i-N-sh-i-k-a-#-n-o-[-k-o-]-cl-t-e-#-i-[-n-a-]-k-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1190,"^-k-a-[-ch-i-]-k-a-N-n-o-#-ch-i-[-g-a-u-#-h-i-[-t-o-]-t-o-#-u-]-m-a-k-u-#-y-a-[-cl-t-e-i-k-u-]-n-o-w-a-#-m-u-[-z-u-k-a-sh-i-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1191,"^-m-u-[-r-a-n-o-#-h-i-[-t-o-]-t-a-ch-i-g-a-_-sh-i-[-z-e-N-#-k-a-]-N-ky-o-o-n-i-#-k-a-]-N-sh-i-t-e-#-h-a-[-n-a-]-sh-i-t-a-#-g-i-]-r-o-N-w-a-#-h-a-[-k-u-n-e-ts-u-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1192,"^-i-[-cl-s-a-N-k-a-#-t-a-]-N-s-o-t-o-w-a-_-t-a-[-N-s-o-#-k-a-[-g-o-]-o-b-u-ts-u-n-o-#-f-u-[-k-a-N-z-e-N-n-e-]-N-sh-o-o-d-e-#-h-a-[-cl-s-e-e-s-u-r-u-_-y-u-[-u-g-a-i-#-b-u-]-cl-sh-i-ts-u-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1193,"^-k-a-]-i-g-a-i-n-i-#-i-[-cl-t-a-t-o-]-k-i-w-a-_-ch-i-]-cl-p-u-g-a-#-h-i-[-ts-u-y-o-o-n-a-k-o-t-o-]-o-#-o-[-b-o-]-e-t-e-i-t-a-#-h-o-]-o-g-a-#-i-]-i-d-e-s-u-y-o-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1194,"^-t-e-[-N-r-a-N-#-s-a-[-r-e-t-a-e-]-n-o-_-k-a-]-n-a-r-i-#-o-]-o-k-u-g-a-_-k-a-[-i-k-a-i-sh-o-n-i-ch-i-n-i-u-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1195,"^-sh-u-[-t-a-i-_-ky-a-[-k-u-t-a-i-s-a-]-e-#-y-a-[-k-u-s-e-]-r-e-b-a-_-a-]-t-o-w-a-#-s-o-[-k-o-m-a-]-d-e-#-m-u-[-z-u-k-a-]-sh-i-k-u-#-n-a-[-i-]-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
