source_id,utterance_id,original_symbol_sequence,source_file,source_blob_sha
jsut,BASIC5000_1021,"^-k-a-]-i-g-a-g-a-#-y-u-[-u-s-u-]-r-u-#-d-a-]-i-i-ch-i-n-o-#-k-o-[-o-n-o-o-w-a-_-m-i-]-r-u-#-h-i-[-t-o-n-o-#-m-e-]-n-o-#-g-o-[-ch-i-s-o-o-t-o-#-n-a-]-r-u-#-k-o-[-t-o-]-d-e-#-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1022,"^-i-]-t-o-k-o-n-i-w-a-n-e-?-_-m-o-[-n-o-s-u-g-o-]-i-#-b-o-[-i-N-#-b-o-[-i-N-n-a-k-o-g-a-#-i-[-r-u-]-N-d-a-y-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1023,"^-ky-o-[-o-ts-u-u-n-o-#-r-i-]-g-a-i-o-#-m-o-]-cl-t-a-#-ry-o-]-o-#-t-o-[-o-j-i-]-sh-a-g-a-#-k-e-[-N-k-a-g-o-sh-i-d-e-i-t-a-t-o-]-k-i-_-k-a-]-r-e-g-a-#-a-[-i-d-a-n-i-#-h-a-]-i-cl-t-e-_-i-[-s-a-k-a-i-n-i-#-k-e-[-r-i-o-#-ts-u-]-k-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1024,"^-s-a-]-cl-k-o-N-_-k-o-[-j-i-N-t-e-k-i-#-j-i-[-y-u-]-u-w-a-#-s-u-[-k-u-n-a-]-k-u-#-n-a-]-cl-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1025,"^-a-]-u-k-a-d-o-o-k-a-_-k-o-[-n-o-#-b-o-[-o-sh-i-o-#-k-a-[-b-u-]-cl-t-e-m-i-t-e-#-k-u-[-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1026,"^-sh-o-[-k-u-]-b-u-ts-u-w-a-#-e-[-e-y-o-]-o-b-u-ts-u-o-#-ts-u-[-k-u-]-cl-t-e-#-i-[-r-u-t-o-]-k-i-_-s-a-]-N-s-o-o-#-h-o-[-o-sh-u-ts-u-s-u-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1027,"^-j-i-[-sh-i-N-o-#-m-o-[-ch-i-n-a-s-a-]-i-_-a-[-n-a-]-t-a-n-a-r-a-#-d-e-[-k-i-m-a-]-s-u-y-o-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1028,"^-ch-u-[-u-k-o-]-sh-a-n-i-#-sh-i-[-t-e-]-w-a-_-k-o-[-n-o-#-n-e-[-d-a-N-w-a-#-y-a-]-y-a-#-t-a-[-k-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1029,"^-m-i-[-y-u-k-i-w-a-#-k-a-]-m-e-r-a-o-#-m-o-]-cl-t-e-i-r-u-_-sh-i-[-k-a-]-sh-i-_-k-a-]-n-o-j-o-w-a-#-s-o-[-r-e-g-a-#-s-u-[-k-i-]-d-e-#-n-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1030,"^-sh-i-[-N-k-i-]-r-o-k-u-o-#-t-a-]-t-e-t-a-#-k-o-[-t-o-]-g-a-_-k-a-]-r-e-n-o-#-m-e-[-e-s-e-e-o-#-s-a-]-r-a-n-i-#-t-a-[-k-a-]-m-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1031,"^-i-[-N-y-o-o-sh-i-t-a-#-m-o-[-N-d-a-i-d-e-]-w-a-#-a-[-r-i-m-a-s-e-]-N-g-a-_-k-a-[-N-k-e-e-#-d-a-[-i-m-e-]-e-sh-i-t-o-_-k-a-[-N-k-e-e-#-f-u-]-k-u-sh-i-n-o-#-ts-u-[-k-a-i-w-a-k-e-o-#-t-o-]-u-#-m-o-[-N-d-a-i-g-a-_-r-i-[-i-d-i-N-g-u-s-e-]-k-u-sh-o-N-n-i-w-a-#-a-[-r-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1032,"^-sh-u-[-cl-sh-a-sh-i-t-a-]-r-a-#-sh-i-[-g-o-t-o-g-a-#-t-a-[-k-u-s-a-N-#-a-]-cl-t-e-_-a-]-t-a-f-u-t-a-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1033,"^-h-a-]-sh-i-n-o-#-ts-u-[-k-a-i-k-a-t-a-n-i-]-w-a-_-m-o-]-o-#-s-u-[-cl-k-a-]-r-i-#-o-[-n-a-r-e-n-i-#-n-a-]-cl-t-a-d-e-sh-o-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1034,"^-ts-u-]-m-a-n-i-_-sh-i-[-r-o-k-u-j-i-ch-u-u-#-b-u-]-ts-u-b-u-ts-u-#-i-[-w-a-r-e-r-u-]-n-o-n-i-w-a-_-y-u-[-u-u-ts-u-n-i-#-n-a-]-cl-t-e-sh-i-m-a-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1035,"^-h-e-[-e-s-e-e-o-t-a-m-o-t-e-]-n-a-i-t-o-_-k-i-[-m-i-w-a-#-ch-i-]-i-o-#-u-[-sh-i-n-a-u-k-o-]-t-o-n-i-#-n-a-[-r-u-y-o-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1036,"^-j-i-[-b-a-k-u-#-t-e-[-r-o-]-h-a-N-w-a-_-b-e-[-n-a-j-i-r-u-_-b-u-]-cl-t-o-#-m-o-]-t-o-#-sh-u-[-sh-o-o-n-i-m-u-k-e-t-e-#-h-a-[-cl-p-o-o-sh-i-t-a-]-g-a-_-t-a-[-m-a-]-w-a-#-s-o-]-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1037,"^-n-o-]-cl-k-u-#-sh-i-[-n-a-i-]-d-e-#-ky-u-[-u-n-i-#-h-e-[-y-a-]-n-i-#-h-a-]-i-cl-t-e-#-k-o-]-n-a-i-d-e-k-u-r-e-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1038,"^-k-u-[-ch-i-s-a-k-i-d-a-k-e-]-d-e-#-n-a-]-k-u-_-m-o-]-cl-t-o-#-j-i-[-cl-k-o-o-g-a-#-h-i-[-ts-u-y-o-o-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1039,"^-e-[-e-s-e-e-n-o-n-a-]-k-a-n-i-w-a-_-b-a-[-k-u-h-a-ts-u-sh-i-t-a-m-o-n-o-]-y-a-_-sh-o-[-o-t-o-ts-u-sh-i-t-a-m-o-n-o-]-m-o-#-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1040,"^-i-[-t-o-]-k-o-n-o-#-k-e-[-cl-k-o-]-N-sh-i-k-i-n-o-#-h-i-[-k-i-d-e-m-o-n-o-n-i-_-n-a-]-b-e-o-#-m-o-[-r-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
