source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg001,1,H#,0,0.437337,0.437337,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg002,2,d,0.437337,0.475062,0.037725,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg003,3,i:,0.475062,0.546585,0.071523,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg004,4,k,0.546585,0.618978,0.072393,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg005,5,R,0.618978,0.665,0.046022,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg006,6,O,0.665,0.765,0.1,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg007,7,a:,0.765,0.888047,0.123047,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg008,8,t,0.888047,0.959905,0.071858,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg009,9,I,0.959905,1.007804,0.047899,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg010,10,S,1.007804,1.096855,0.089051,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg011,11,@,1.096855,1.144143,0.047288,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg012,12,p,1.144143,1.25,0.105857,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg013,13,o:,1.25,1.3,0.05,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg014,14,l,1.3,1.328386,0.028386,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg015,15,i:,1.328386,1.401468,0.073082,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg016,16,ts,1.401468,1.560021,0.158553,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg017,17,aI,1.560021,1.822769,0.262748,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg018,18,b,1.822769,1.912433,0.089664,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg019,19,l,1.912433,1.94,0.027567,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg020,20,i:,1.94,2.026049,0.086049,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg021,21,p,2.026049,2.081936,0.055887,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg022,22,p,2.081936,2.155,0.073064,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg023,23,a,2.155,2.215,0.06,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg024,24,s,2.215,2.365,0.15,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg025,25,i:,2.365,2.56,0.195,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg026,26,f,2.56,2.79311,0.23311,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0015,m0015,pavoque::m0015::seg027,27,_,2.79311,3.655,0.86189,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg001,1,H#,0,0.17993,0.17993,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg002,2,m,0.17993,0.4,0.22007,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg003,3,E:,0.4,0.675506,0.275506,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg004,4,@,0.675506,0.825,0.149494,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg005,5,t,0.825,0.967816,0.142816,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg006,6,S,0.967816,1.069756,0.10194,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg007,7,t,1.069756,1.120899,0.051143,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg008,8,a,1.120899,1.216525,0.095626,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg009,9,t,1.216525,1.3255,0.108975,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg010,10,m,1.3255,1.435,0.1095,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg011,11,E:,1.435,1.618144,0.183144,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg012,12,@,1.618144,1.817726,0.199582,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg013,13,h,1.817726,2.147495,0.329769,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg014,14,o:,2.147495,2.245751,0.098256,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg015,15,x,2.245751,2.33,0.084249,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg016,16,d,2.33,2.409198,0.079198,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg017,17,OY,2.409198,2.58289,0.173692,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg018,18,tS,2.58289,2.769575,0.186685,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg019,19,m,2.769575,2.91,0.140425,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg020,20,E:,2.91,3.083378,0.173378,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg021,21,@,3.083378,3.185,0.101622,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg022,22,n,3.185,3.270064,0.085064,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0016,m0016,pavoque::m0016::seg023,23,_,3.270064,3.775,0.504936,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0017,m0017,pavoque::m0017::seg001,1,H#,0,0.613754,0.613754,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
