source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg001,1,H#,0,0.345,0.345,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg002,2,?,0.345,0.36,0.015,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg003,3,E,0.36,0.465,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg004,4,l,0.465,0.52,0.055,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg005,5,@,0.52,0.615,0.095,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg006,6,n,0.615,0.70027,0.08527,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg007,7,?,0.70027,0.78,0.07973,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg008,8,I,0.78,0.882094,0.102094,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg009,9,l,0.882094,0.94,0.057906,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg010,10,j,0.94,0.984064,0.044064,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg011,11,I,0.984064,1.05593,0.071869,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg012,12,tS,1.05593,1.2009,0.144969,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg013,13,d,1.2009,1.24809,0.047193,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg014,14,u:,1.24809,1.3299,0.081804,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg015,15,d,1.3299,1.4,0.070101,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg016,16,a:,1.4,1.545,0.145,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg017,17,j,1.545,1.65,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg018,18,E,1.65,1.755,0.105,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg019,19,f,1.755,1.90363,0.148629,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg020,20,_,1.90363,1.97304,0.069412,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0012,m0012,pavoque::m0012::seg021,21,R,1.97304,2.135,0.161959,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
