source_id,utterance_id,source_utterance_id,segment_id,segment_index,label_original,interval_start_s,interval_end_s,duration_s,source_file,source_blob_sha
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg001,1,H#,0,0.335,0.335,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg002,2,?,0.335,0.42,0.085,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg003,3,aI,0.42,0.51,0.09,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg004,4,n,0.51,0.575,0.065,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg005,5,f,0.575,0.69387,0.11887,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg006,6,a:,0.69387,0.777994,0.084124,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg007,7,6,0.777994,0.825,0.047006,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg008,8,ts,0.825,1.01,0.185,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg009,9,OY,1.01,1.145192,0.135192,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg010,10,k,1.145192,1.21657,0.071378,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg011,11,m,1.21657,1.27,0.05343,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg012,12,a,1.27,1.36,0.09,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg013,13,n,1.36,1.4,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg014,14,2:,1.4,1.52,0.12,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg015,15,v,1.52,1.595,0.075,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg016,16,R,1.595,1.655,0.06,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg017,17,i:,1.655,1.793008,0.138008,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg018,18,6,1.793008,1.915,0.121992,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg019,19,t,1.915,2.010994,0.095994,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg020,20,_,2.010994,2.259067,0.248073,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg021,21,?,2.259067,2.295,0.035933,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg022,22,I,2.295,2.335823,0.040823,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg023,23,n,2.335823,2.375,0.039177,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg024,24,d,2.375,2.414545,0.039545,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg025,25,e:,2.414545,2.505,0.090455,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg026,26,m,2.505,2.545,0.04,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
pavoque,pavoque::m0032,m0032,pavoque::m0032::seg027,27,?,2.545,2.556265,0.011265,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
