source_id,file_table,original_variable,standardized_variable,variable_domain,description_meaning,units,datatype,coding_levels,missing_value_conventions,measurement_annotation_method,time_reference_window,anatomical_acoustic_target,provenance,notes
ifa_spoken_language_corpus_2001,zenodo_speaker_summary,ID,source_speaker_id,participant,Source speaker identifier,,string,"N|G|L|E|R|K|H|O",none,authoritative corpus metadata,participant-level,,Zenodo record 14904090,"Namespaced downstream as source_id::ID"
ifa_spoken_language_corpus_2001,zenodo_speaker_summary,Gender,sex_original,demographic,Reported speaker sex,,categorical,"F|M",none,authoritative corpus metadata,participant-level,,Zenodo record 14904090,"Source label retained"
ifa_spoken_language_corpus_2001,zenodo_speaker_summary,Age,age_years,demographic,Speaker age,years,integer,,none,authoritative corpus metadata,participant-level,,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_speaker_summary,Recorded sentences (sec),recorded_duration_s,temporal,Net recorded sentence duration excluding pauses,seconds,integer,,none,authoritative corpus summary,participant-level,speech duration,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_speaker_summary,Segmented sentences (sec),manually_segmented_duration_s,temporal,Net duration of manually phonemically segmented sentence material,seconds,integer,,none,hand segmentation,participant-level,speech duration,Zenodo record 14904090,"Manual segmentation provenance explicit in deposit"
ifa_spoken_language_corpus_2001,zenodo_corpus_counts,Recorded Sentences,recorded_sentences,corpus_count,Recorded sentence count,count,integer,,none,authoritative corpus summary,corpus-level,,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_corpus_counts,Recorded Words,recorded_words,corpus_count,Recorded word count,count,integer,,none,authoritative corpus summary,corpus-level,,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_corpus_counts,Segmented Sentences,manually_segmented_sentences,annotation_count,Manually segmented sentence count,count,integer,,none,hand segmentation,corpus-level,phonetic segmentation,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_corpus_counts,Segmented Words,manually_segmented_words,annotation_count,Words in segmented material,count,integer,,none,hand segmentation,corpus-level,word/phonetic segmentation,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_corpus_counts,Syllables,manually_segmented_syllables,annotation_count,Syllables in segmented material,count,integer,,none,hand segmentation,corpus-level,syllable annotation,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_corpus_counts,Phonemes,manually_segmented_phonemes,annotation_count,Phoneme tokens in segmented material,count,integer,,none,hand segmentation,corpus-level,phoneme annotation,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_methods,audio sample rate,recording_sample_rate_hz,equipment,Audio sampling rate,hz,integer,44100,none,recording metadata,recording-level,audio,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_methods,audio bit depth,recording_bit_depth,equipment,Linear PCM bit depth,bits,integer,16,none,recording metadata,recording-level,audio,Zenodo record 14904090,
ifa_spoken_language_corpus_2001,zenodo_methods,microphones,microphones,equipment,Recording microphones,,string,"Shure SM10A head-mounted; Sennheiser MKH 105 fixed",none,recording metadata,recording-level,audio,Zenodo record 14904090,
