source_id,file_table,original_variable,standardized_variable,variable_domain,description_meaning,units,datatype,coding_levels,missing_value_conventions,measurement_annotation_method,time_reference_window,anatomical_acoustic_target,provenance,notes
zenodo_10080490,PxSLU/metadata.txt,participant_unique_id,source_speaker_id,demographic,"participant unique identifier",,string,,,author metadata,,,Zenodo v4 README,"Namespace on harmonization as zenodo_10080490::source value"
zenodo_10080490,PxSLU/metadata.txt,age_range,age_range,demographic,"participant age range",years_range,categorical,"example 60+;18–28",,author metadata,,,Zenodo v4 README,
zenodo_10080490,PxSLU/metadata.txt,gender,gender,demographic,"participant gender",,categorical,"example F",,author metadata,,,Zenodo v4 README,"Preserve source coding"
zenodo_10080490,PxSLU/metadata.txt,category,participant_group,experimental_condition,"participant expertise category",,categorical,"doctor;expert;non-expert",,author metadata,,,Zenodo v4 README,"doctor=physician; expert=pharmacist or biologist specialized in drugs"
zenodo_10080490,PxSLU/paths.txt,wav_path,recording_path,recording,"relative path to acoustic recording",,string,,,author manifest,,,Zenodo v4 README,"Parallel by line number with metadata and seq files"
zenodo_10080490,PxSLU/seq.label,intent,intent_label,annotation,"utterance intent",,categorical,"example medical_prescription",,author annotation,,,Zenodo v4 README,"Parallel by line number"
zenodo_10080490,PxSLU/seq.in,transcript,orthographic_transcript,annotation,"human-verified transcript of recording",,string,,,automatic transcription verified by human effort,,,Zenodo v4 README,"Preserve verbatim source text"
zenodo_10080490,PxSLU/seq.out,entities_bio,semantic_entity_labels,annotation,"token-aligned semantic entities in BIO format",,sequence,"BIO labels including drug/dosage/rhythm classes",,author semantic annotation,,,Zenodo v4 README,"Do not infer phonetic labels"
zenodo_10080490,PxDialogue/dialogue_annotations.txt,dialogue_annotation,dialogue_system_correctness,annotation,"manual judgment whether system response was correct for utterance",,categorical,"OK;Fail",,manual annotation,,,Zenodo v4 README,"Fail includes free comments outside dialogue-state tracking"
zenodo_10080490,PxDialogue/events.txt,dialogue_turn,dialogue_turn,task,"dialogue turn number",,integer,"-1=start/end",,application event log,event timestamp seconds,,Zenodo v4 README,
zenodo_10080490,PxDialogue/events.txt,event_actor,event_actor,task,"actor initiating event",,categorical,"user;system;START;END",,application event log,event timestamp seconds,,Zenodo v4 README,
zenodo_10080490,PxDialogue/events.txt,event_type,event_type,task,"event modality/type",,categorical,"APP;ASR;TTS;UI",,application event log,event timestamp seconds,,Zenodo v4 README,"TTS/system events are not human production observations"
zenodo_10080490,PxDialogue/events.txt,event_payload,event_payload,task,"event transcript/action payload",,string,,,application event log,event timestamp seconds,,Zenodo v4 README,
zenodo_10080490,PxDialogue/events.txt,event_timestamp_s,event_time_s,temporal,"event timestamp",seconds,numeric,,,application event log,"seconds in dialogue session",,Zenodo v4 README,"Not claimed to be manual phonetic boundary"
